state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used
VT,1,15,1,1,15,1,0,16,1269,17,928,17,44,16,14,17,7,16,0,16,1,16,81,17,13,16,14,17,43,16,44,17,1,16,1,16,103,17,0.731284475965327,17,928,1269,0.048618784530387,16,44,905,0.035685320356853,16,44,1233,0.134020618556701,16,13,97,0.786407766990291,17,81,103,2021/09/13,,0,17,1,17,1,17,2,17,4,17,0,17,3,17,3,17,0,17,0,16,0,16,2,16,0,16,0,16,2,16,2,16,1,16,0,16,0,16,,,,,,
WA,19,82,4,19,82,4,15,103,13244,105,10328,105,1802,103,162,105,162,103,1,103,8,103,1017,105,445,103,426,105,1775,103,1590,105,27,103,16,103,1266,105,0.779824826336454,105,10328,13244,0.176251956181534,103,1802,10224,0.137525757460124,103,1802,13103,0.356285028022418,103,445,1249,0.803317535545024,105,1017,1266,2021/09/13,,1,105,8,105,11,105,25,105,28,105,36,105,26,105,27,105,0,105,2,103,16,103,20,103,23,103,17,103,27,103,20,103,20,103,17,103,21,103,222,61,27,340,0,19
WI,35,92,23,42,85,23,4,147,13135,150,9568,150,1170,147,225,150,70,147,6,147,5,147,995,150,331,147,336,150,1149,147,1111,150,21,147,11,147,1503,150,0.728435477731252,150,9568,13135,0.124839948783611,147,1170,9372,0.090859672283917,147,1170,12877,0.228118538938663,147,331,1451,0.662009314703925,150,995,1503,2021/09/13,,0,150,12,147,14,147,20,147,34,147,30,147,38,147,28,147,49,150,1,147,6,144,3,144,8,144,11,144,15,144,8,144,7,144,11,147,14,147,3060,3660,1237,914,30,35
IA,5,28,93,6,27,93,0,124,7887,126,5432,126,637,124,71,126,44,124,3,124,7,124,504,126,156,124,144,126,621,124,563,126,16,124,11,124,639,126,0.688728287054647,126,5432,7887,0.118710398807305,124,637,5366,0.081677138094628,124,637,7799,0.250401284109149,124,156,623,0.788732394366197,126,504,639,2021/09/13,,1,126,5,126,3,126,8,126,5,126,17,126,15,126,17,126,0,126,4,124,7,124,2,124,2,124,2,124,6,124,13,124,8,124,0,124,10,124,15,5,51,2,0,0
ID,6,37,10,8,35,10,8,52,3776,53,2660,53,737,52,87,53,5,52,1,52,0,52,297,52,198,52,201,53,727,52,736,53,10,52,8,52,321,52,0.704449152542373,53,2660,3776,0.282267330524703,52,737,2611,0.198171551492337,52,737,3719,0.636655948553055,51,198,311,0.925233644859813,52,297,321,2021/09/13,,0,53,3,52,5,52,8,52,15,52,26,52,21,52,9,52,0,53,0,52,0,51,1,51,0,51,0,51,2,51,0,51,2,51,0,52,13,52,815,511,458,227,0,18
IL,8,168,27,8,168,27,17,198,30941,203,23123,203,2117,198,244,203,291,198,3,198,48,198,2321,203,497,198,478,203,2061,198,1865,203,56,198,23,198,3309,203,0.747325555088717,203,23123,30941,0.092643647980395,198,2117,22851,0.069244104275014,198,2117,30573,0.153727188369935,198,497,3233,0.701420368691448,203,2321,3309,2021/09/13,,2,203,7,202,26,202,21,202,57,202,42,202,50,202,34,202,5,194,8,198,25,197,34,197,25,197,41,197,58,197,49,197,47,197,4,189,22,198,4922,3985,1991,765,1,37
IN,28,136,4,28,137,3,11,166,18751,168,12989,168,2431,166,306,168,128,166,13,166,14,166,1720,168,683,166,664,168,2389,166,2227,168,42,166,23,166,2146,167,0.692709722148152,168,12989,18751,0.188874213347836,166,2431,12871,0.13065677738364,166,2431,18606,0.325703385789223,165,683,2097,0.801491146318732,167,1720,2146,2021/09/13,,2,168,16,168,22,168,48,168,41,168,68,168,59,168,50,168,0,168,0,166,4,166,11,166,14,166,16,166,23,166,25,166,22,166,13,166,27,166,5613,1434,1535,2073,39,87
KS,24,118,8,26,116,8,10,147,8520,150,5589,150,689,147,86,150,62,147,1,147,6,147,654,150,209,147,207,150,675,147,624,150,14,147,8,147,797,150,0.655985915492958,150,5589,8520,0.12432334897149,147,689,5542,0.081586737714624,147,689,8445,0.269677419354839,147,209,775,0.820577164366374,150,654,797,2021/09/13,,2,150,7,148,3,148,14,148,13,148,22,148,11,148,11,148,3,150,0,147,5,145,5,145,3,144,10,145,20,145,9,145,10,145,0,147,8,147,2049,1342,945,406,0,61
KY,71,44,3,51,64,3,18,116,12072,118,9440,118,2470,116,323,118,91,116,2,116,16,116,1398,118,650,116,627,118,2406,116,2228,118,64,116,20,116,1538,118,0.781974817760106,118,9440,12072,0.265648526564853,116,2470,9298,0.207877461706783,116,2470,11882,0.436241610738255,116,650,1490,0.908972691807542,118,1398,1538,2021/09/13,,3,118,13,118,30,118,51,118,84,118,92,118,88,118,34,118,0,118,2,116,4,116,7,116,12,116,21,116,21,116,18,116,12,116,2,116,45,116,113,153,49,137,0,0
LA,56,163,7,54,165,7,6,219,13015,226,10221,226,1233,226,160,221,14,221,6,221,0,221,1398,226,456,226,453,226,1215,226,1427,226,18,226,71,226,1671,226,0.785324625432194,226,10221,13015,0.120633988846493,226,1233,10221,0.094736842105263,226,1233,13015,0.272890484739677,226,456,1671,0.836624775583483,226,1398,1671,2021/09/13,,9,221,6,221,13,221,15,221,33,221,41,221,32,221,20,221,0,221,2,221,0,221,1,221,1,221,3,221,4,221,4,221,1,221,0,221,15,219,13974,3631,1406,3541,320,50
MA,13,88,1,13,88,1,37,101,18842,102,16080,102,639,101,75,102,64,101,2,101,5,101,1053,102,174,101,169,102,629,101,560,102,10,101,6,101,1343,102,0.853412588897145,102,16080,18842,0.040030069535802,101,639,15963,0.034156510583708,101,639,18708,0.132118451025057,101,174,1317,0.784065524944155,102,1053,1343,2021/09/13,,0,102,6,102,9,102,11,102,9,102,11,102,20,102,9,102,0,102,2,101,9,101,5,101,6,101,5,101,11,101,13,101,13,101,0,101,11,101,3071,0,462,235,0,4
MD,5,54,1,5,54,1,9,59,11387,60,9802,60,1035,59,100,60,208,59,1,59,13,59,946,60,239,59,207,60,999,59,807,60,36,59,13,59,1272,60,0.860806182488803,60,9802,11387,0.106197414323825,59,1035,9746,0.091722793335697,59,1035,11284,0.193679092382496,59,239,1234,0.743710691823899,60,946,1272,2021/09/13,,1,60,2,60,9,60,15,60,22,60,18,60,23,60,9,60,1,60,1,59,18,59,30,59,15,59,28,59,47,59,30,59,32,59,7,59,9,59,1190,899,1269,585,10,6
ME,3,27,9,2,28,9,7,38,3345,39,2394,39,213,38,28,39,12,38,0,38,1,38,265,39,80,38,80,39,212,38,206,39,1,38,1,38,337,39,0.715695067264574,39,2394,3345,0.090139652983496,38,213,2363,0.064408829755065,38,213,3307,0.244648318042813,38,80,327,0.786350148367952,39,265,337,2021/09/13,,0,39,3,39,0,39,2,39,3,39,10,39,5,39,3,39,2,39,0,38,0,38,0,38,0,38,5,38,1,38,3,38,3,38,0,38,2,38,178,122,118,48,0,5
MI,4,155,4,5,154,4,11,159,23015,163,18616,163,1467,159,179,163,27,159,2,159,6,159,1999,163,387,159,386,163,1436,159,1362,163,31,159,18,159,2468,163,0.808863784488377,163,18616,23015,0.079361644576684,159,1467,18485,0.064327998245999,159,1467,22805,0.159390444810544,159,387,2428,0.809967585089141,163,1999,2468,2021/09/13,,3,163,16,163,16,163,25,163,30,163,33,163,26,163,28,163,2,163,1,159,3,159,3,159,3,159,4,159,5,159,3,159,5,159,0,159,28,159,3674,3314,3543,1223,0,210
MN,14,99,27,14,99,27,29,139,10317,140,8423,140,841,139,111,140,26,139,3,139,3,139,773,140,239,139,233,140,817,139,757,140,24,139,21,139,961,140,0.816419501793157,140,8423,10317,0.101521004345727,139,841,8284,0.082955217991714,139,841,10138,0.258378378378378,139,239,925,0.804370447450572,140,773,961,2021/09/13,,0,140,6,140,12,140,13,140,17,140,31,140,19,140,13,140,0,140,0,139,3,139,3,139,5,139,4,139,5,139,3,139,3,139,0,139,5,139,1791,1316,593,816,0,25
MO,34,80,24,36,78,24,18,134,17489,138,14701,138,1903,134,155,138,168,134,6,134,30,134,1613,138,502,134,484,138,1812,134,1615,138,91,134,48,134,1876,138,0.840585510892561,138,14701,17489,0.131359149582384,134,1903,14487,0.11058809855881,134,1903,17208,0.278424847476428,134,502,1803,0.859808102345416,138,1613,1876,2021/09/13,,0,138,12,138,20,138,23,138,22,138,38,138,23,138,15,138,2,138,0,134,14,134,18,134,18,134,25,134,27,134,39,134,27,134,0,134,31,134,2834,2039,623,934,0,21
MS,13,94,2,14,93,2,8,107,8849,109,6132,109,1029,107,64,109,27,107,1,107,8,107,804,109,347,107,347,109,1012,107,971,109,17,107,12,107,884,109,0.692959656458357,109,6132,8849,0.169132149901381,107,1029,6084,0.117492578214204,107,1029,8758,0.404428904428904,107,347,858,0.909502262443439,109,804,884,2021/09/13,,0,109,0,109,4,109,7,109,12,109,19,109,14,109,8,109,0,109,1,107,4,107,5,107,3,107,4,107,6,107,3,107,1,107,0,107,26,107,11662,902,1126,4049,0,202
MT,9,56,1,11,54,1,2,65,3024,66,2162,66,382,65,88,66,26,65,2,65,3,65,196,66,107,65,107,66,365,65,365,66,17,65,4,65,241,66,0.71494708994709,66,2162,3024,0.177757096323872,65,382,2149,0.12754590984975,65,382,2995,0.45531914893617,65,107,235,0.813278008298755,66,196,241,2021/09/13,,0,66,2,66,6,66,14,66,17,66,15,66,22,66,12,66,0,66,1,65,2,65,5,65,3,65,4,65,8,65,3,65,0,65,0,65,9,65,388,942,206,331,10,31
NC,10,110,12,10,110,12,40,128,23906,132,19114,132,3490,128,352,132,176,128,2,128,16,128,2134,132,923,128,931,132,3430,128,3334,132,60,128,40,128,2444,132,0.799548230569732,132,19114,23906,0.184548675374121,128,3490,18911,0.147781165311653,128,3490,23616,0.387326898866974,128,923,2383,0.87315875613748,132,2134,2444,2021/09/13,,5,132,21,132,34,132,48,132,63,132,79,132,64,132,33,132,5,132,0,128,14,128,16,128,14,128,29,128,37,128,36,128,30,128,0,128,57,128,786,645,182,439,0,19
ND,13,36,1,12,37,1,61,49,2306,50,1802,50,223,49,24,50,6,49,1,49,5,49,150,50,52,49,52,50,219,49,204,50,4,49,2,49,205,50,0.78143972246314,50,1802,2306,0.125563063063063,49,223,1776,0.09780701754386,49,223,2280,0.258706467661692,49,52,201,0.731707317073171,50,150,205,2021/09/13,,0,50,1,50,4,50,5,50,5,50,5,50,1,50,4,50,0,50,1,49,1,49,0,49,1,49,1,49,3,49,0,49,1,49,0,49,0,49,934,241,248,403,27,14
NE,18,82,0,23,77,0,6,100,4250,100,3254,100,439,100,54,100,24,100,1,100,4,100,374,100,126,100,125,100,431,100,409,100,8,100,5,100,464,100,0.76564705882353,100,3254,4250,0.134910878918254,100,439,3254,0.103294117647059,100,439,4250,0.271551724137931,100,126,464,0.806034482758621,100,374,464,2021/09/13,,1,100,3,100,6,100,6,100,7,100,8,100,20,100,3,100,0,100,0,100,2,100,2,100,3,100,4,100,3,100,4,100,6,100,0,100,2,100,1056,673,462,622,12,93
NH,3,23,4,3,23,4,2,30,3032,30,2407,30,119,30,10,30,5,30,1,30,0,30,173,30,30,30,29,30,118,30,115,30,1,30,0,30,224,30,0.793865435356201,30,2407,3032,0.04943913585376,30,119,2407,0.039248021108179,30,119,3032,0.133928571428571,30,30,224,0.772321428571429,30,173,224,2021/09/13,,0,30,0,30,1,30,2,30,2,30,1,30,1,30,3,30,0,30,0,30,0,30,0,30,1,30,1,30,2,30,1,30,0,30,0,30,2,30,367,105,268,53,0,0
NJ,7,78,11,8,77,11,96,94,24502,95,17886,96,1205,94,138,96,111,95,4,94,5,94,1333,95,229,94,223,95,1177,94,1072,95,28,94,14,94,2875,95,0.72822626724349,95,17843,24502,0.067708040681014,94,1205,17797,0.049328639266416,94,1205,24428,0.080097936341378,94,229,2859,0.463652173913044,95,1333,2875,2021/09/13,,0,95,8,95,10,95,24,95,21,95,25,95,22,95,18,95,10,95,1,94,4,94,5,94,7,94,5,94,12,94,9,94,12,94,56,94,21,94,1149,276,1015,451,0,137
NM,19,35,1,21,33,1,1,53,4336,55,3181,54,401,53,49,55,10,54,2,53,0,54,375,54,129,53,129,54,391,53,380,54,10,53,8,53,475,55,0.740973678080596,54,3181,4293,0.128897460623594,53,401,3111,0.095795508838987,53,401,4186,0.28476821192053,53,129,453,0.789473684210526,54,375,475,2021/09/13,,0,54,6,53,9,53,5,53,10,53,5,53,6,53,5,53,3,54,0,53,0,52,3,52,0,52,3,52,3,52,0,52,1,52,0,53,6,53,427,0,61,109,0,0
NV,2,15,45,2,15,45,35,60,8425,62,6747,62,1001,60,131,62,48,60,2,60,5,60,713,62,219,60,230,62,995,60,945,62,6,60,9,60,839,62,0.800830860534125,62,6747,8425,0.150889357853482,60,1001,6634,0.120777027027027,60,1001,8288,0.271039603960396,60,219,808,0.849821215733016,62,713,839,2021/09/13,,0,62,3,62,20,62,19,62,27,62,32,62,20,62,10,62,0,62,0,60,2,60,4,60,6,60,6,60,9,60,11,60,10,60,0,60,13,60,764,426,426,49,0,0
NY,8,177,9,9,176,9,101,185,44155,194,35841,194,2191,185,265,194,92,185,9,185,17,185,3172,194,479,185,455,194,2149,185,1980,194,42,185,27,185,4407,194,0.811708753255577,194,35841,44155,0.061714832967157,185,2191,35502,0.050293820585805,185,2191,43564,0.111525029103609,185,479,4295,0.71976401179941,194,3172,4407,2021/09/13,,5,194,11,194,26,194,26,194,45,194,46,194,37,194,51,194,18,193,0,185,14,185,12,185,6,185,15,185,14,185,14,185,14,185,3,184,21,185,5038,4779,4974,1588,0,547
OH,28,192,15,41,179,15,40,232,32170,235,25100,235,3981,232,497,235,229,232,28,232,131,232,3185,235,980,232,959,235,3717,232,3446,235,264,232,92,232,4055,235,0.780230027976376,235,25100,32170,0.159764026005297,232,3981,24918,0.124710231188522,232,3981,31922,0.245061265316329,232,980,3999,0.785450061652281,235,3185,4055,2021/09/13,,6,234,19,234,59,234,60,234,95,234,99,235,90,234,64,234,2,235,3,231,11,231,16,231,12,231,40,231,54,232,36,231,30,231,3,232,68,232,801,837,848,169,0,1
