state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
DC,0,12,2,0,12,2,1,12,3456,14,2611,14,175,13,12,14,73,13,2,13,14,13,251,14,42,12,36,13,151,13,128,14,24,13,4,13,339,14,0.755497685185185,14,2611,3456,0.069088037899724,13,175,2533,0.052442313455199,13,175,3337,0.13166144200627,12,42,319,0.740412979351032,14,251,339,2021/04/22,POINT (-77.016275 38.904785)
DE,0,8,2,0,8,2,2,9,2643,10,1942,10,195,9,19,10,37,9,0,9,0,9,156,10,24,9,19,10,191,9,146,10,4,9,2,9,194,10,0.734771093454408,10,1942,2643,0.101193565127141,9,195,1927,0.074684029107622,9,195,2611,0.129032258064516,9,24,186,0.804123711340206,10,156,194,2021/04/22,POINT (-75.452394 38.994926)
FL,8,205,15,22,191,15,91,222,54093,228,41795,228,3816,222,485,228,198,222,13,222,18,222,4905,228,870,222,793,228,3775,222,3465,228,41,222,31,222,6454,228,0.772650805094929,228,41795,54093,0.092713622779951,222,3816,41159,0.071821124745916,222,3816,53132,0.139333760409994,222,870,6244,0.759993802293152,228,4905,6454,2021/04/22,POINT (-82.420978 28.260731)
GA,27,116,9,32,110,10,7,149,20698,152,16214,152,1456,149,262,152,96,149,11,149,30,149,2045,152,358,149,310,152,1416,149,1111,152,40,149,14,149,2726,152,0.783360711179824,152,16214,20698,0.090750436300175,149,1456,16044,0.071351563265706,149,1456,20406,0.133781763826607,149,358,2676,0.750183418928833,152,2045,2726,2021/04/22,POINT (-83.426574 32.638481)
HI,2,17,4,2,17,4,2,23,2471,23,1735,23,58,23,6,23,14,23,0,23,2,23,152,23,10,23,8,23,56,23,44,23,2,23,0,23,226,23,0.702144880615136,23,1735,2471,0.03342939481268,23,58,1735,0.023472278429786,23,58,2471,0.044247787610619,23,10,226,0.672566371681416,23,152,226,2021/04/22,POINT (-157.854309 21.361013)
IA,0,40,82,0,40,82,1,120,7875,122,4679,122,197,120,18,122,2,120,0,120,0,120,400,122,42,120,39,122,197,120,184,122,0,120,0,120,669,122,0.59415873015873,122,4679,7875,0.042723921058339,120,197,4611,0.025327847775778,120,197,7778,0.064615384615385,120,42,650,0.597907324364724,122,400,669,2021/04/22,POINT (-93.500061 42.074659)
ID,3,37,8,3,37,8,4,47,3415,48,1863,48,133,47,14,48,4,47,0,47,0,47,209,48,43,47,41,48,129,47,120,48,4,47,4,47,309,48,0.545534407027818,48,1863,3415,0.072717331875342,47,133,1829,0.039407407407407,47,133,3375,0.1438127090301,47,43,299,0.676375404530744,48,209,309,2021/04/22,POINT (-114.659366 44.389073)
IL,8,149,23,7,150,23,69,175,28593,180,19212,180,2051,175,214,180,240,175,4,175,27,175,2120,180,468,175,443,180,2009,175,1808,180,42,175,25,175,3376,180,0.67191270590704,180,19212,28593,0.108157991878922,175,2051,18963,0.072653205809423,175,2051,28230,0.141304347826087,175,468,3312,0.627962085308057,180,2120,3376,2021/04/22,POINT (-89.148632 40.124144)
IN,14,120,2,13,121,2,0,134,17441,136,10681,136,949,134,91,136,106,134,4,134,5,134,1467,136,245,134,186,136,931,134,686,136,18,134,7,134,2219,136,0.612407545438908,136,10681,17441,0.089604381078274,134,949,10591,0.054865005492282,134,949,17297,0.112903225806452,134,245,2170,0.661108607480847,136,1467,2219,2021/04/22,POINT (-86.2818 39.919991)
KS,11,124,4,14,121,4,0,136,8228,139,4479,139,209,136,19,139,33,136,0,136,0,136,575,139,62,136,55,139,208,136,187,139,1,136,0,136,862,139,0.544360719494409,139,4479,8228,0.047125140924464,136,209,4435,0.025669368705478,136,209,8142,0.073634204275534,136,62,842,0.667053364269142,139,575,862,2021/04/22,POINT (-98.38018 38.484729)
KY,1,10,93,5,97,2,6,102,13004,104,7343,104,424,102,114,104,37,102,2,102,7,102,1091,104,105,102,95,104,408,102,358,104,16,102,2,102,1837,104,0.564672408489696,104,7343,13004,0.05860400829302,102,424,7235,0.033073322932917,102,424,12820,0.058692006707658,102,105,1789,0.593903102885139,104,1091,1837,2021/04/22,POINT (-85.290484 37.526683)
LA,41,175,7,44,172,7,1,216,14133,223,8790,223,300,223,38,217,13,217,1,217,0,217,1079,223,184,223,179,223,294,223,351,223,6,223,2,223,1833,223,0.621948630863936,223,8790,14133,0.034129692832765,223,300,8790,0.021226915729145,223,300,14133,0.10038188761593,223,184,1833,0.588652482269504,223,1079,1833,2021/04/22,POINT (-91.840238 30.921314)
MA,8,70,1,6,72,1,7,78,16922,79,13284,79,543,78,80,79,77,78,1,78,2,78,969,79,165,78,155,79,533,78,464,79,10,78,8,78,1396,79,0.785013591774022,79,13284,16922,0.041158189949215,78,543,13193,0.032344531808435,78,543,16788,0.120614035087719,78,165,1368,0.694126074498567,79,969,1396,2021/04/22,POINT (-71.481104 42.151077)
MD,4,48,1,2,50,1,7,52,10671,53,8440,53,1401,52,117,53,231,52,1,52,6,52,982,53,307,52,275,53,1391,52,1114,53,10,52,7,52,1322,53,0.790928685221629,53,8440,10671,0.166944709246902,52,1401,8392,0.132582568373237,52,1401,10567,0.239096573208723,52,307,1284,0.742813918305598,53,982,1322,2021/04/22,POINT (-76.687282 38.946466)
ME,2,26,8,1,27,8,1,35,3044,36,2076,36,132,35,14,36,21,35,0,35,0,35,230,36,62,35,55,36,131,35,114,36,1,35,0,35,326,36,0.681997371879106,36,2076,3044,0.064642507345739,35,132,2042,0.043912175648703,35,132,3006,0.19620253164557,35,62,316,0.705521472392638,36,230,326,2021/04/22,POINT (-69.06137 45.117911)
MI,17,137,3,13,141,3,16,154,22162,157,17243,157,3683,154,383,157,76,154,11,154,10,153,2269,157,895,154,853,157,3632,154,3480,157,51,154,47,154,2750,157,0.778043497879253,157,17243,22162,0.214502038439138,154,3683,17170,0.16715076699646,154,3683,22034,0.328802351212344,154,895,2722,0.825090909090909,157,2269,2750,2021/04/22,POINT (-85.730977 44.874798)
MN,14,102,15,13,103,15,19,130,9599,131,7042,131,755,130,91,131,26,130,2,130,1,130,698,131,197,130,184,131,733,130,629,131,22,130,15,130,956,131,0.73361808521721,131,7042,9599,0.109009529309847,130,755,6926,0.080165640263326,130,755,9418,0.214130434782609,130,197,920,0.730125523012552,131,698,956,2021/04/22,POINT (-94.198308 46.349153)
MO,22,83,20,26,79,20,6,121,15286,125,11685,125,772,121,64,125,142,121,2,121,22,121,1356,125,206,121,152,125,724,121,519,125,48,121,15,121,1791,125,0.764424964019364,125,11685,15286,0.067124597861056,121,772,11501,0.051459805359285,121,772,15002,0.119351100811124,121,206,1726,0.757118927973199,125,1356,1791,2021/04/22,POINT (-92.477244 38.3675)
MS,10,87,2,12,85,2,0,97,7866,99,4686,99,218,97,18,99,14,97,2,97,11,97,556,99,81,97,41,99,209,97,137,99,9,97,2,97,796,99,0.595728451563692,99,4686,7866,0.046992886397931,97,218,4639,0.027973822661363,97,218,7793,0.104381443298969,97,81,776,0.698492462311558,99,556,796,2021/04/22,POINT (-89.65344 32.713378)
MT,5,59,1,5,59,1,3,64,2949,65,1763,65,49,64,11,65,11,64,0,64,2,64,114,65,8,64,8,65,45,64,45,65,4,64,2,64,226,65,0.59782977280434,65,1763,2949,0.028016009148085,64,49,1749,0.016780821917808,64,49,2920,0.036363636363636,64,8,220,0.504424778761062,65,114,226,2021/04/22,POINT (-109.645127 47.033521)
NC,2,111,5,6,107,5,12,114,22255,118,16265,118,1109,114,132,118,92,114,0,114,7,114,1844,118,300,114,287,118,1083,114,1015,118,26,114,11,114,2458,118,0.730847000674006,118,16265,22255,0.068886266227716,114,1109,16099,0.050450368483305,114,1109,21982,0.125052105043768,114,300,2399,0.75020341741253,118,1844,2458,2021/04/22,POINT (-79.130883 35.52603)
ND,11,32,3,10,33,3,0,45,2111,46,1397,46,81,45,7,44,1,42,0,45,0,45,59,44,17,45,17,46,80,45,68,46,1,45,0,45,82,44,0.661771672193273,46,1397,2111,0.058568329718004,45,81,1383,0.038848920863309,45,81,2085,0.076923076923077,43,6,78,0.719512195121951,44,59,82,2021/04/22,POINT (-100.46931 47.446305)
NE,7,92,1,12,87,1,0,99,4555,100,2735,100,131,99,10,100,8,99,1,99,0,99,374,100,50,99,44,100,130,99,119,100,1,99,1,99,567,100,0.600439077936334,100,2735,4555,0.048554484803558,99,131,2698,0.029247599910694,99,131,4479,0.09009009009009,99,50,555,0.659611992945326,100,374,567,2021/04/22,POINT (-99.810595 41.527099)
NH,3,24,1,4,23,1,1,28,2900,28,1910,28,102,28,6,28,21,28,0,28,0,28,153,28,23,28,20,28,102,28,79,28,0,28,0,28,283,28,0.658620689655172,28,1910,2900,0.053403141361257,28,102,1910,0.035172413793103,28,102,2900,0.081272084805654,28,23,283,0.540636042402827,28,153,283,2021/04/22,POINT (-71.57139 43.680429)
NJ,9,59,10,9,59,10,89,77,21568,78,14843,78,1876,77,148,78,145,77,2,77,5,77,1407,78,369,77,343,78,1845,77,1700,78,31,77,10,77,3070,78,0.688195474777448,78,14843,21568,0.126671168129642,77,1876,14810,0.08728017121057,77,1876,21494,0.120825147347741,77,369,3054,0.458306188925081,78,1407,3070,2021/04/22,POINT (-74.655514 40.110253)
NM,14,37,1,15,36,1,2,49,4223,52,3003,50,145,49,38,52,11,51,0,49,4,51,296,50,42,49,41,50,134,49,126,50,11,49,3,49,421,52,0.712962962962963,50,3003,4212,0.049319727891156,49,145,2940,0.035331384015595,49,145,4104,0.105263157894737,49,42,399,0.703087885985748,50,296,421,2021/04/22,POINT (-106.108388 34.421369)
NV,0,0,60,0,0,60,20,60,8664,60,5930,60,325,60,53,60,40,60,0,60,3,60,571,60,67,60,69,60,322,60,284,60,3,60,5,60,845,60,0.68444136657433,60,5930,8664,0.054806070826307,60,325,5930,0.037511542012927,60,325,8664,0.079289940828402,60,67,845,0.675739644970414,60,571,845,2021/04/22,POINT (-114.916992 39.283294)
NY,5,161,13,5,161,13,167,170,49102,179,35609,179,3902,170,298,179,131,170,8,170,18,170,3634,179,841,170,774,179,3832,170,3327,179,70,170,41,170,5557,179,0.725204675980612,179,35609,49102,0.110516328206871,170,3902,35307,0.08040221713956,170,3902,48531,0.154709345106696,170,841,5436,0.653949973007018,179,3634,5557,2021/04/22,POINT (-75.59655 42.921241)
OH,9,178,11,14,173,11,23,195,29639,198,20195,198,1689,195,177,198,169,195,3,195,72,195,2697,198,460,195,350,198,1585,195,1231,198,104,195,26,195,4137,198,0.681365768075846,198,20195,29639,0.084281437125749,195,1689,20040,0.057484173984072,195,1689,29382,0.112689857912788,195,460,4082,0.651921682378535,198,2697,4137,2021/04/22,POINT (-82.70936 40.415534)
OK,25,101,13,28,98,13,4,137,9878,139,6505,139,296,137,39,139,70,137,0,137,3,137,769,139,74,137,57,139,273,137,220,139,23,137,18,137,1026,139,0.658534116217858,139,6505,9878,0.04643137254902,137,296,6375,0.030477759472817,137,296,9712,0.0751269035533,137,74,985,0.749512670565302,139,769,1026,2021/04/22,POINT (-97.508297 35.583449)
OR,2,54,7,4,52,7,12,61,6880,63,4959,63,388,61,41,63,34,61,1,61,2,61,540,63,83,61,75,63,380,61,325,63,8,61,5,61,788,63,0.72078488372093,63,4959,6880,0.079802550390786,61,388,4862,0.057824143070045,61,388,6710,0.108072916666667,61,83,768,0.685279187817259,63,540,788,2021/04/22,POINT (-120.605279 43.940449)
WV,12,43,4,12,43,4,3,55,5854,59,4271,59,283,55,18,59,59,55,1,55,0,55,487,59,84,55,86,59,276,55,262,59,7,55,7,55,665,59,0.729586607447899,59,4271,5854,0.067574021012416,55,283,4188,0.049991167638226,55,283,5661,0.135265700483092,55,84,621,0.732330827067669,59,487,665,2021/04/22,POINT (-80.613729 38.642579)
WY,3,25,2,4,24,2,0,28,1629,30,639,30,26,28,9,30,6,28,0,28,0,28,48,30,9,28,7,30,26,28,21,30,0,28,0,28,139,30,0.392265193370166,30,639,1629,0.04140127388535,28,26,628,0.016393442622951,28,26,1586,0.070866141732283,28,9,127,0.345323741007194,30,48,139,2021/04/22,POINT (-107.55145 42.999627)
