state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used
VT,1,15,1,1,15,1,0,16,1269,17,888,17,42,16,10,17,3,16,1,16,0,16,77,17,11,16,11,17,41,16,40,17,1,16,1,16,103,17,0.699763593380615,17,888,1269,0.048498845265589,16,42,866,0.034063260340633,16,42,1233,0.11340206185567,16,11,97,0.747572815533981,17,77,103,2021/09/11,,0,17,0,17,1,17,1,17,1,17,3,17,2,17,2,17,0,17,0,16,0,16,0,16,0,16,0,16,3,16,0,16,0,16,0,16,0,16,191,22,159,13,0,3
WA,23,73,5,19,77,5,16,99,12852,101,10047,101,1853,99,167,101,203,99,4,99,12,99,1034,101,450,99,433,101,1824,99,1619,101,29,99,15,99,1279,101,0.781746031746032,101,10047,12852,0.186231155778894,99,1853,9950,0.145756312436089,99,1853,12713,0.357426528991263,99,450,1259,0.808444096950743,101,1034,1279,2021/09/11,,2,101,11,101,15,101,24,101,39,101,31,101,20,101,23,101,2,101,0,99,21,99,27,99,26,99,22,99,30,99,27,99,22,99,28,99,30,99,707,61,173,521,0,6
WI,32,94,23,39,87,23,7,146,13108,149,9605,149,1121,146,201,149,63,146,5,146,8,146,971,149,314,146,318,149,1100,146,1073,149,21,146,15,146,1471,149,0.732758620689655,149,9605,13108,0.119040033981098,146,1121,9417,0.087223778400249,146,1121,12852,0.221282593375617,146,314,1419,0.660095173351462,149,971,1471,2021/09/11,,0,149,8,146,7,146,23,146,35,146,34,146,40,146,13,146,41,149,0,146,2,143,2,143,4,143,3,143,10,143,17,143,16,143,9,146,9,146,3472,3670,1170,897,23,35
IA,2,53,71,7,48,71,0,124,7914,126,5568,126,647,124,83,126,63,124,1,124,8,124,493,126,159,124,149,126,630,124,560,126,17,124,11,124,634,126,0.703563305534496,126,5568,7914,0.117764834364762,124,647,5494,0.082768325444544,124,647,7817,0.258536585365854,124,159,615,0.777602523659306,126,493,634,2021/09/11,,1,126,7,126,7,126,11,126,12,126,10,126,15,126,16,126,4,126,2,124,6,124,11,124,2,124,11,124,12,124,9,124,10,124,0,124,12,124,1936,1132,988,936,0,126
ID,5,37,10,6,36,10,7,51,3646,52,2553,52,698,51,76,52,1,51,0,51,0,51,280,51,180,51,184,52,689,51,696,52,9,51,7,51,302,51,0.700219418540867,52,2553,3646,0.278865361566121,51,698,2503,0.194483142936751,51,698,3589,0.616438356164384,50,180,292,0.927152317880795,51,280,302,2021/09/11,,1,52,2,51,4,51,12,51,14,51,25,51,12,51,6,51,0,52,0,51,0,50,0,50,0,50,0,50,0,50,0,50,1,50,0,51,9,51,1153,980,687,410,0,18
IL,11,160,26,13,158,26,22,192,30083,197,22734,197,2154,192,248,197,306,192,7,192,42,192,2354,197,494,192,467,197,2095,192,1891,197,59,192,30,192,3289,197,0.755709204534122,197,22734,30083,0.095724824460048,192,2154,22502,0.07248864209995,192,2154,29715,0.153750389044507,192,494,3213,0.71571906354515,197,2354,3289,2021/09/11,,3,197,13,196,17,196,34,196,47,196,46,196,43,196,42,196,3,197,9,192,18,191,41,191,33,191,36,191,60,191,50,191,59,191,0,192,27,192,5761,4594,2038,1091,0,37
IN,28,132,4,28,133,3,4,162,18726,164,13312,164,2505,162,305,164,134,162,6,162,14,162,1811,164,748,162,728,164,2467,162,2289,164,38,162,22,162,2186,163,0.71088326391114,164,13312,18726,0.189887810794421,162,2505,13192,0.134815133738765,162,2505,18581,0.350023397285915,161,748,2137,0.828453796889296,163,1811,2186,2021/09/11,,2,164,16,164,26,164,39,164,45,164,84,164,48,164,41,164,4,164,2,162,9,162,9,162,19,162,19,162,15,162,25,162,21,162,15,162,30,162,5897,1825,1553,2388,39,87
KS,21,118,8,26,113,8,6,144,8475,147,5547,147,727,144,102,147,77,144,0,144,6,144,679,147,212,144,214,147,709,144,653,147,18,144,10,144,805,147,0.654513274336283,147,5547,8475,0.132398470224003,144,727,5491,0.086547619047619,144,727,8400,0.270753512132822,144,212,783,0.843478260869565,147,679,805,2021/09/11,,0,147,9,146,9,146,14,146,19,146,22,146,14,146,10,146,5,147,0,144,10,143,7,143,3,142,11,143,18,143,16,143,11,143,1,144,10,144,2138,1449,1054,558,0,59
KY,65,48,2,50,63,2,14,113,12071,115,9671,115,2593,113,656,115,119,113,5,113,13,113,1428,115,644,113,643,115,2527,113,2330,115,66,113,25,113,1544,115,0.801176373125673,115,9671,12071,0.272002517570544,113,2593,9533,0.218265993265993,113,2593,11880,0.43048128342246,113,644,1496,0.924870466321244,115,1428,1544,2021/09/11,,2,115,15,115,24,115,49,115,82,115,120,115,69,115,47,115,166,115,3,113,10,113,6,113,13,113,21,113,25,113,22,113,23,113,0,113,54,113,5108,2084,1080,4838,0,121
LA,68,151,7,67,152,7,6,219,12988,226,10259,226,1335,226,168,221,13,221,6,221,3,221,1440,226,505,226,504,226,1305,226,1505,226,30,226,72,226,1684,226,0.789882968894364,226,10259,12988,0.130129642265328,226,1335,10259,0.102787188173699,226,1335,12988,0.299881235154394,226,505,1684,0.855106888361045,226,1440,1684,2021/09/11,,11,221,8,221,12,221,17,221,32,221,35,221,37,221,26,221,1,221,2,221,0,221,1,221,0,221,2,221,3,221,6,221,1,221,0,221,26,219,14721,4052,1488,4213,0,87
MA,12,89,1,13,88,1,40,101,18846,102,16512,102,625,101,79,102,66,101,1,101,2,101,1256,102,174,101,171,102,609,101,536,102,16,101,10,101,1345,102,0.876154091053804,102,16512,18846,0.038102786075718,101,625,16403,0.033399241169241,101,625,18713,0.131918119787718,101,174,1319,0.933828996282528,102,1256,1345,2021/09/11,,1,102,2,102,8,102,7,102,15,102,17,102,12,102,17,102,0,102,2,101,5,101,4,101,8,101,8,101,15,101,8,101,16,101,0,101,6,101,3151,2427,494,275,0,4
MD,4,55,1,4,55,1,10,59,11480,60,9733,60,1016,59,91,60,200,59,4,59,15,59,925,60,228,59,205,60,985,59,790,60,31,59,13,59,1264,60,0.847822299651568,60,9733,11480,0.104936996488329,59,1016,9682,0.089302979695878,59,1016,11377,0.185970636215334,59,228,1226,0.731803797468354,60,925,1264,2021/09/11,,0,60,5,60,12,60,8,60,21,60,16,60,17,60,12,60,0,60,2,59,13,59,22,59,19,59,29,59,45,59,32,59,34,59,4,59,12,59,1696,974,1302,695,0,0
ME,5,24,9,2,27,9,7,37,3268,38,2394,38,190,37,14,38,7,37,1,37,2,37,259,38,72,37,66,38,189,37,182,38,1,37,1,37,324,38,0.732558139534884,38,2394,3268,0.080610946117947,37,190,2357,0.058841746670796,37,190,3229,0.229299363057325,37,72,314,0.799382716049383,38,259,324,2021/09/11,,0,38,0,38,1,38,0,38,3,38,3,38,4,38,2,38,1,38,0,37,0,37,1,37,0,37,1,37,1,37,1,37,3,37,0,37,3,37,271,182,278,51,0,11
MI,5,154,4,5,154,4,12,159,23095,163,18942,163,1536,159,213,163,26,159,3,159,4,159,2014,163,407,159,408,163,1510,159,1436,163,26,159,19,159,2499,163,0.820177527603377,163,18942,23095,0.081580624601657,159,1536,18828,0.067118199694123,159,1536,22885,0.165514436762912,159,407,2459,0.805922368947579,163,2014,2499,2021/09/11,,2,163,9,163,23,163,24,163,33,163,41,163,36,163,42,163,3,163,0,159,1,159,3,159,1,159,4,159,6,159,6,159,5,159,0,159,26,159,4370,3744,3766,2006,0,218
MN,15,100,25,15,100,25,26,139,10257,140,8331,140,812,139,88,140,19,139,2,139,2,139,768,140,224,139,213,140,790,139,722,140,22,139,18,139,963,140,0.812225797016672,140,8331,10257,0.098964046313224,139,812,8205,0.080571541972614,139,812,10078,0.241639697950378,139,224,927,0.797507788161994,140,768,963,2021/09/11,,1,140,10,140,9,140,16,140,6,140,10,140,12,140,23,140,1,140,0,139,1,139,5,139,2,139,2,139,7,139,1,139,1,139,0,139,9,139,3341,2416,1704,1064,0,52
MO,33,76,26,35,74,26,16,131,17304,135,14398,135,1935,131,174,135,192,131,4,131,35,131,1591,135,534,131,509,135,1852,131,1659,135,83,131,49,131,1860,135,0.83206195099399,135,14398,17304,0.136325207834296,131,1935,14194,0.113656387665198,131,1935,17025,0.2988248461108,131,534,1787,0.855376344086022,135,1591,1860,2021/09/11,,0,135,12,135,23,135,14,135,41,135,34,135,28,135,20,135,2,135,4,131,19,131,16,131,11,131,33,131,32,131,40,131,37,131,0,131,24,131,5843,2112,586,1318,0,24
MS,9,96,2,12,93,2,8,105,8892,107,6763,107,1164,105,70,107,21,105,1,105,10,105,827,107,398,105,398,107,1143,105,1103,107,21,105,17,105,879,107,0.760571300044984,107,6763,8892,0.1736276849642,105,1164,6704,0.132272727272727,105,1164,8800,0.466588511137163,105,398,853,0.940841865756542,107,827,879,2021/09/11,,0,107,4,107,4,107,7,107,18,107,15,107,13,107,6,107,3,107,3,105,2,105,1,105,4,105,4,105,3,105,2,105,2,105,0,105,27,105,12154,879,1027,4447,0,192
MT,8,57,1,9,56,1,0,65,3016,66,2246,66,384,65,79,66,31,65,1,65,8,65,192,66,101,65,101,66,367,65,366,66,17,65,2,65,239,66,0.744694960212202,66,2246,3016,0.171888988361683,65,384,2234,0.128557080682959,65,384,2987,0.433476394849785,65,101,233,0.803347280334728,66,192,239,2021/09/11,,0,66,5,66,8,66,8,66,12,66,16,66,23,66,7,66,0,66,1,65,6,65,5,65,3,65,3,65,5,65,5,65,3,65,0,65,4,65,403,970,225,320,9,28
NC,13,102,12,13,102,12,30,123,23249,127,18091,127,3465,123,301,127,140,123,7,123,10,123,2140,127,973,123,981,127,3407,123,3337,127,58,123,41,123,2451,127,0.778140995311626,127,18091,23249,0.193943803873279,123,3465,17866,0.150921207369659,123,3465,22959,0.407112970711297,123,973,2390,0.873113015095879,127,2140,2451,2021/09/11,,2,127,19,127,38,127,40,127,74,127,63,127,40,127,25,127,0,127,3,123,13,123,15,123,15,123,21,123,26,123,20,123,27,123,0,123,52,123,641,676,242,432,0,22
ND,13,36,1,12,37,1,54,49,2312,50,1776,50,230,49,30,50,8,49,0,49,0,49,141,50,49,49,48,50,226,49,206,50,4,49,1,49,199,50,0.768166089965398,50,1776,2312,0.131203650884199,49,230,1753,0.100612423447069,49,230,2286,0.251282051282051,49,49,195,0.708542713567839,50,141,199,2021/09/11,,0,50,2,50,0,50,5,50,5,50,5,50,9,50,5,50,0,50,1,49,1,49,2,49,1,49,0,49,2,49,2,49,1,49,0,49,2,49,986,249,274,427,0,16
NE,16,84,0,22,78,0,3,100,4269,100,3223,100,444,100,49,100,21,100,0,100,2,100,391,100,111,100,112,100,429,100,385,100,15,100,12,100,467,100,0.754977746544858,100,3223,4269,0.137759851070431,100,444,3223,0.104005621925509,100,444,4269,0.237687366167024,100,111,467,0.837259100642398,100,391,467,2021/09/11,,0,100,4,100,4,100,5,100,8,100,10,100,12,100,6,100,0,100,2,100,2,100,1,100,4,100,2,100,3,100,2,100,5,100,0,100,7,100,1360,749,647,763,10,63
NH,4,21,4,4,21,4,0,29,2832,29,2222,29,126,29,18,29,13,29,0,29,3,29,180,29,30,29,30,29,126,29,123,29,0,29,0,29,258,29,0.784604519774011,29,2222,2832,0.056705670567057,29,126,2222,0.044491525423729,29,126,2832,0.116279069767442,29,30,258,0.697674418604651,29,180,258,2021/09/11,,0,29,1,29,1,29,1,29,3,29,4,29,3,29,5,29,0,29,0,29,0,29,1,29,1,29,2,29,3,29,4,29,2,29,0,29,1,29,449,210,285,52,0,0
NJ,9,79,6,10,78,6,90,93,24349,94,17807,94,1183,93,143,94,125,93,2,93,5,93,1384,94,235,93,226,94,1160,93,1076,94,23,93,4,93,2950,94,0.731323668323134,94,17807,24349,0.066621614011376,93,1183,17757,0.048731257208766,93,1183,24276,0.080095432856169,93,235,2934,0.469152542372881,94,1384,2950,2021/09/11,,1,94,10,94,14,94,14,94,29,94,17,94,28,94,26,94,4,94,0,93,2,93,3,93,8,93,12,93,14,93,20,93,17,93,49,93,15,93,2782,929,2062,1142,0,125
NM,20,33,1,21,32,1,1,52,4279,54,3147,53,411,52,62,54,7,53,0,52,0,53,388,53,136,52,135,53,401,52,387,53,10,52,8,52,470,54,0.738732394366197,53,3147,4260,0.13335496430889,52,411,3082,0.098964603900795,52,411,4153,0.307692307692308,52,136,442,0.836206896551724,53,388,464,2021/09/11,,0,53,3,53,9,53,12,53,6,53,18,53,7,53,7,53,0,53,0,52,0,52,0,52,0,52,2,52,3,52,2,52,0,52,0,52,9,52,1621,104,707,604,0,17
NV,3,15,43,3,15,43,34,61,8415,61,6734,61,1084,61,115,61,96,61,2,61,4,61,746,61,258,61,243,61,1077,61,977,61,7,61,9,61,852,61,0.800237670825906,61,6734,8415,0.160974160974161,61,1084,6734,0.128817587641117,61,1084,8415,0.302816901408451,61,258,852,0.875586854460094,61,746,852,2021/09/11,,1,61,5,61,11,61,12,61,25,61,23,61,14,61,24,61,0,61,1,61,5,61,4,61,13,61,9,61,21,61,28,61,15,61,0,61,18,61,985,478,446,137,0,6
NY,8,177,9,8,177,9,104,185,44413,194,36104,194,2384,185,262,194,126,185,7,185,17,185,3234,194,521,185,491,194,2339,185,2109,194,45,185,26,185,4408,194,0.812915137459753,194,36104,44413,0.066610785135513,185,2384,35790,0.054401898589749,185,2384,43822,0.121275605214153,185,521,4296,0.733666061705989,194,3234,4408,2021/09/11,,1,194,20,194,29,194,27,194,47,194,35,194,48,194,52,194,3,193,0,185,7,185,12,185,7,185,32,185,21,185,28,185,14,185,5,184,30,185,7456,5224,6440,2159,0,554
OH,29,189,13,33,185,13,39,228,32145,231,25186,231,3986,228,514,231,229,228,21,228,132,228,3228,231,947,228,928,231,3727,228,3450,231,259,228,105,228,4072,231,0.783512210297091,231,25186,32145,0.159280719280719,228,3986,25025,0.124968648106346,228,3986,31896,0.235806772908367,228,947,4016,0.792730844793713,231,3228,4072,2021/09/11,,5,230,21,230,45,230,52,230,98,230,133,231,89,230,65,230,6,231,3,227,9,227,15,227,19,227,32,227,43,228,45,227,32,227,2,228,63,228,6431,7672,4831,1589,0,635
