state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
OR,437,13,304,8,64,14,21,6,18,11,34,5,0.7220902612826603,8,304,421,0.05263157894736842,8,16,304,0.14645308924485126,13,64,437,0.058823529411764705,5,2,34,0.5294117647058824,5,18,34,2020-08-02
PA,1639,13,973,12,92,14,183,10,14,11,222,7,0.6771929824561403,11,965,1425,0.09249743062692703,12,90,973,0.05613178767541183,13,92,1639,0.05405405405405406,7,12,222,0.8018018018018018,7,178,222,2020-08-02
PR,73,2,30,1,0,2,2,1,0,1,4,1,0.410958904109589,1,30,73,0.0,1,0,30,0.0,2,0,73,0.0,1,0,4,0.5,1,2,4,2020-08-02
RI,1555,8,1766,10,78,10,128,8,9,5,155,8,1.0147909967845659,8,1578,1555,0.044167610419026046,10,78,1766,0.05016077170418006,8,78,1555,0.06870229007633588,5,9,131,0.8258064516129032,8,128,155,2020-08-02
SC,929,5,225,1,122,5,33,1,26,5,36,1,0.6987577639751553,1,225,322,0.23555555555555555,1,53,225,0.13132400430570507,5,122,929,0.3888888888888889,1,14,36,0.9166666666666666,1,33,36,2020-08-02
SD,109,3,48,4,2,4,2,1,0,1,8,1,0.3394495412844037,3,37,109,0.041666666666666664,4,2,48,0.009174311926605505,3,1,109,0.0,1,0,8,0.25,1,2,8,2020-08-02
TN,10615,65,6345,56,818,58,957,33,288,56,1304,39,0.6835811247575954,56,6345,9282,0.12131826142334023,52,762,6281,0.08289420348601541,58,818,9868,0.21686746987951808,35,270,1245,0.7837837837837838,33,957,1221,2020-08-02
TX,28451,298,16531,284,4206,302,2093,278,1379,288,2754,274,0.6735270049099836,281,16461,24440,0.2091222551569778,284,3457,16531,0.14762222768971214,298,4200,28451,0.4066811909949165,274,1120,2754,0.7576202717590892,273,2063,2723,2020-08-02
VA,2220,11,1570,10,178,11,17,5,2,5,40,4,0.7072072072072072,10,1570,2220,0.11337579617834395,10,178,1570,0.08018018018018018,11,178,2220,0.05,4,2,40,0.35,4,14,40,2020-08-02
VI,132,1,58,1,3,1,4,1,2,1,8,1,0.4393939393939394,1,58,132,0.05172413793103448,1,3,58,0.022727272727272728,1,3,132,0.25,1,2,8,0.5,1,4,8,2020-08-02
VT,100,2,62,2,0,3,11,1,0,1,12,1,0.62,2,62,100,0.0,2,0,62,0.0,2,0,100,0.0,1,0,12,0.9166666666666666,1,11,12,2020-08-02
WI,797,13,470,11,19,13,43,10,1,10,144,10,0.6208718626155878,11,470,757,0.03829787234042553,11,18,470,0.02383939774153074,13,19,797,0.006944444444444444,10,1,144,0.2986111111111111,10,43,144,2020-08-02
WV,10,1,9,1,0,1,9,1,0,1,10,1,0.9,1,9,10,0.0,1,0,9,0.0,1,0,10,0.0,1,0,10,0.9,1,9,10,2020-08-02
WY,246,5,64,5,0,5,2,5,1,5,18,5,0.2601626016260163,5,64,246,0.0,5,0,64,0.0,5,0,246,0.05555555555555555,5,1,18,0.1111111111111111,5,2,18,2020-08-02
CT,179,2,18,1,0,2,0,1,0,1,0,1,0.34615384615384615,1,18,52,0.0,1,0,18,0.0,2,0,179,,1,0,0,,1,0,0,2020-08-02
GA,1099,4,435,3,149,6,0,3,32,4,0,3,0.7004830917874396,3,435,621,0.14482758620689656,3,63,435,0.12829845313921748,4,141,1099,,3,0,0,,3,0,0,2020-08-02
NM,51,2,51,2,0,2,0,2,0,2,0,2,1.0,2,51,51,0.0,2,0,51,0.0,2,0,51,,2,0,0,,2,0,0,2020-08-02
OH,589,7,261,3,0,7,0,2,0,1,0,2,0.8312101910828026,3,261,314,0.0,3,0,261,0.0,7,0,589,,1,0,0,,2,0,0,2020-08-02
UT,42,4,56,3,12,4,0,2,0,1,0,1,1.3333333333333333,3,56,42,0.21428571428571427,3,12,56,0.2857142857142857,4,12,42,,1,0,0,,1,0,0,2020-08-02
WA,177,11,39,8,15,11,0,5,1,7,0,5,0.37142857142857144,8,39,105,0.07692307692307693,8,3,39,0.0847457627118644,11,15,177,,5,0,0,,5,0,0,2020-08-02
AK,747,11,283,11,4,11,,0,1,11,,0,0.3788487282463186,11,283,747,0.014134275618374558,11,4,283,0.00535475234270415,11,4,747,,,,,,,,,2020-08-02
NH,25,1,9,1,0,1,,0,,0,,0,0.36,1,9,25,0.0,1,0,9,0.0,1,0,25,,,,,,,,,2020-08-02
DE,104,1,,0,0,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,2020-08-02
