state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
ID,3938,46,2091,45,169,48,206,47,51,46,298,44,0.5213257965056526,44,2029,3892,0.08082257293161167,45,169,2091,0.04291518537328593,46,169,3938,0.17114093959731544,44,51,298,0.6879194630872483,44,205,298,2020-08-24
IL,29546,180,19796,186,1740,189,1956,143,373,146,3231,128,0.650849522778041,180,19230,29546,0.08638108708830067,186,1710,19796,0.056115887091315236,180,1658,29546,0.10542635658914729,125,340,3225,0.5620118712902218,125,1799,3201,2020-08-24
IN,17116,139,10871,139,858,139,1435,131,192,131,2331,131,0.6351367141855574,139,10871,17116,0.07802268744812321,138,846,10843,0.04950842696629214,138,846,17088,0.08236808236808237,131,192,2331,0.6156156156156156,131,1435,2331,2020-08-24
KS,7895,125,4648,131,334,135,508,82,96,91,650,76,0.5723533891850724,124,4509,7878,0.06752062527138515,130,311,4606,0.03845664077422641,124,302,7853,0.13125,71,84,640,0.8214285714285714,73,506,616,2020-08-24
KY,12998,105,8889,105,597,105,1063,99,572,101,1543,101,0.6838744422218803,105,8889,12998,0.067161660479244,105,597,8889,0.0459301430989383,105,597,12998,0.3755745239658569,100,572,1523,0.6889176928062216,99,1063,1543,2020-08-24
LA,13949,175,9136,177,864,209,1214,92,314,201,1689,86,0.6359595669940498,175,8871,13949,0.09583985685528965,173,857,8942,0.05998242273326498,171,819,13654,0.1695626123427202,81,283,1669,0.6791000592066312,85,1147,1689,2020-08-24
MA,17757,79,12678,79,264,79,912,75,56,74,1855,75,0.7139719547220814,79,12678,17757,0.02082347373402745,79,264,12678,0.014867376245987498,79,264,17757,0.03018867924528302,74,56,1855,0.49164420485175203,75,912,1855,2020-08-24
MD,10618,52,8467,53,792,51,742,44,136,48,1070,43,0.7895083819928423,52,8383,10618,0.09399477806788512,51,792,8426,0.07467348097671778,50,789,10566,0.12710280373831775,43,136,1070,0.6959008579599618,42,730,1049,2020-08-24
ME,2952,31,2081,32,30,32,209,30,9,28,292,28,0.7018970189701897,31,2072,2952,0.014416146083613647,32,30,2081,0.009485094850948509,31,28,2952,0.031141868512110725,26,9,289,0.678082191780822,28,198,292,2020-08-24
MI,23369,143,17503,144,670,146,1688,122,155,141,2229,120,0.7411956010098849,143,17321,23369,0.03827915214534651,144,670,17503,0.0286704608669605,143,670,23369,0.05697622252131,120,127,2229,0.7572902646926873,120,1688,2229,2020-08-24
MN,11514,128,8072,129,496,129,736,127,99,128,980,116,0.7004516241097793,128,8065,11514,0.061446977205153616,129,496,8072,0.04307799200972729,128,496,11514,0.09897959183673469,116,97,980,0.7459183673469387,116,731,980,2020-08-24
MO,18870,124,12527,128,1012,136,1473,116,285,116,2170,111,0.6333333333333333,124,11951,18870,0.07072722918496048,128,886,12527,0.04663487016428193,124,880,18870,0.12803426939552595,104,269,2101,0.6695852534562212,109,1453,2170,2020-08-24
MS,7772,94,5212,98,751,99,522,68,195,69,554,63,0.6586464230571282,94,5119,7772,0.1440905602455871,98,751,5212,0.09624292331446217,94,748,7772,0.3231046931407942,62,179,554,0.8971119133574007,63,497,554,2020-08-24
MT,2734,65,1841,62,94,52,119,31,22,45,198,41,0.7252938615585547,58,1666,2297,0.05745721271393643,52,94,1636,0.0467866323907455,48,91,1945,0.11428571428571428,33,20,175,0.61875,26,99,160,2020-08-24
NC,18224,107,14522,109,1429,118,1293,98,313,109,1726,94,0.7751316944688323,107,14126,18224,0.08808111463650159,108,1277,14498,0.0682967032967033,106,1243,18200,0.13673232908458866,94,236,1726,0.7325174825174825,93,1257,1716,2020-08-24
ND,2519,47,1835,48,118,48,90,44,18,48,102,43,0.7272727272727273,47,1832,2519,0.06430517711171663,48,118,1835,0.04684398570861453,47,118,2519,0.08823529411764706,43,9,102,0.6470588235294118,43,66,102,2020-08-24
NE,4565,86,2918,87,217,87,355,63,61,59,610,63,0.6381161007667032,86,2913,4565,0.06897735072065889,85,201,2914,0.04425363276089828,84,201,4542,0.10049423393739704,55,61,607,0.6173913043478261,59,355,575,2020-08-24
NH,3274,30,2200,30,33,30,146,27,7,28,275,26,0.6719609040928528,30,2200,3274,0.015,30,33,2200,0.010079413561392792,30,33,3274,0.025454545454545455,26,7,275,0.5163636363636364,26,142,275,2020-08-24
NJ,7256,31,6126,33,364,34,325,27,19,28,681,27,0.7677783902976847,31,5571,7256,0.05860267711394058,33,359,6126,0.04368798235942668,31,317,7256,0.027900146842878122,27,19,681,0.47723935389133626,27,325,681,2020-08-24
NM,3254,46,1836,44,107,45,221,41,29,42,347,42,0.5730337078651685,44,1836,3204,0.060034305317324184,43,105,1749,0.03413078149920255,45,107,3135,0.08454810495626822,41,29,343,0.6468842729970327,40,218,337,2020-08-24
NV,8500,61,6160,62,896,62,632,58,199,57,849,58,0.7176470588235294,61,6100,8500,0.14545454545454545,62,896,6160,0.10023529411764706,61,852,8500,0.23439340400471143,57,199,849,0.7444051825677267,58,632,849,2020-08-24
NY,42469,143,35360,146,1787,159,2810,119,227,128,4825,113,0.7215880893300248,142,30534,42315,0.04621040723981901,146,1634,35360,0.0359320916433163,143,1526,42469,0.04178393591686512,107,193,4619,0.5719401727406783,108,2715,4747,2020-08-24
OH,30431,212,21823,212,1431,212,2642,195,365,191,3841,195,0.7171305576550229,212,21823,30431,0.0658082317774201,211,1431,21745,0.04719190053754576,211,1431,30323,0.09532515016975712,191,365,3829,0.6878417078885707,195,2642,3841,2020-08-24
OK,9266,122,5894,122,557,125,774,119,206,121,1131,118,0.636088927260954,122,5894,9266,0.08059043094672548,122,475,5894,0.051262680768400605,122,475,9266,0.1768346595932803,118,200,1131,0.6843501326259946,118,774,1131,2020-08-24
OR,4128,51,3958,59,179,60,396,44,51,50,475,33,0.7298934108527132,51,3013,4128,0.045224861040929765,59,179,3958,0.03657945736434109,51,151,4128,0.056842105263157895,33,27,475,0.6210526315789474,33,295,475,2020-08-24
AK,1327,20,967,25,36,25,61,13,10,22,40,8,0.45742275810097965,20,607,1327,0.03722854188210962,25,36,967,0.015825169555388093,20,21,1327,0.07894736842105263,6,3,38,0.7,8,28,40,2020-08-24
AL,12623,107,9826,108,1318,110,1150,93,424,95,1241,84,0.7769943753465895,107,9808,12623,0.12565230737746855,106,1228,9773,0.0974755116667994,105,1224,12557,0.2841666666666667,77,341,1200,0.8746968472109944,83,1082,1237,2020-08-24
AR,8646,87,5939,88,547,90,692,74,200,74,924,71,0.6883207437536316,86,5923,8605,0.09210304765111972,88,547,5939,0.06326625028915105,87,547,8646,0.20562770562770563,68,190,924,0.735357917570499,70,678,922,2020-08-24
AZ,11901,80,9485,89,900,91,849,64,239,70,1366,54,0.6592723300562978,79,7846,11901,0.09383236689509752,89,890,9485,0.06512057810268045,80,775,11901,0.13396778916544655,52,183,1366,0.513177159590044,54,701,1366,2020-08-24
CA,63145,384,45569,385,5486,397,5213,363,1439,366,7169,363,0.719502731807744,384,45433,63145,0.11625401292932847,384,5287,45478,0.0838620645898103,383,5287,63044,0.20072534523643465,361,1439,7169,0.7300098025486627,361,5213,7141,2020-08-24
CO,9371,81,6184,84,266,98,557,65,85,78,931,57,0.6575605591719134,81,6162,9371,0.03589909443725744,84,222,6184,0.023583395582115037,81,221,9371,0.06948968512486428,54,64,921,0.6179775280898876,56,550,890,2020-08-24
CT,8076,30,5975,30,170,31,500,28,31,29,1048,29,0.7398464586428926,30,5975,8076,0.028451882845188285,30,170,5975,0.02105002476473502,30,170,8076,0.029580152671755726,28,31,1048,0.4770992366412214,28,500,1048,2020-08-24
DC,3329,13,2732,13,131,13,249,11,28,11,341,11,0.8206668669270051,13,2732,3329,0.0479502196193265,13,131,2732,0.03935115650345449,13,131,3329,0.08211143695014662,11,28,341,0.7302052785923754,11,249,341,2020-08-24
DE,2358,10,1881,11,89,11,111,7,14,7,142,6,0.7595419847328244,10,1791,2358,0.04731525784157363,11,89,1881,0.037743850720949955,10,89,2358,0.09859154929577464,6,14,142,0.7816901408450704,6,111,142,2020-08-24
FL,74665,258,43968,258,5732,260,4763,243,1251,254,6017,243,0.6001206107288726,257,43786,72962,0.12750181950509462,258,5606,43968,0.07664903234447197,258,5723,74665,0.1944954128440367,241,1166,5995,0.7915904936014625,243,4763,6017,2020-08-24
GA,14389,116,11720,116,2941,141,1077,83,517,91,1220,78,0.8089824952925587,115,11600,14339,0.18694539249146758,116,2191,11720,0.15171311418444644,116,2183,14389,0.31735537190082647,72,384,1210,0.8508196721311475,77,1038,1220,2020-08-24
HI,1778,16,1891,26,264,23,103,15,44,15,92,13,0.7362204724409449,16,1309,1778,0.1483321504613201,19,209,1409,0.10686164229471316,16,190,1778,0.30434782608695654,13,28,92,0.6956521739130435,13,64,92,2020-08-24
WV,6653,60,4694,60,218,60,465,60,66,60,644,60,0.7055463700586202,60,4694,6653,0.04644226672347678,60,218,4694,0.032767172704043286,60,218,6653,0.10248447204968944,60,66,644,0.7220496894409938,60,465,644,2020-08-24
WY,1426,26,638,26,17,26,51,26,9,26,108,26,0.4474053295932679,26,638,1426,0.02664576802507837,26,17,638,0.011921458625525946,26,17,1426,0.08333333333333333,26,9,108,0.4722222222222222,26,51,108,2020-08-24
