state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
MI,12,148,3,13,147,3,18,160,23624,163,19019,163,3759,160,603,163,106,160,5,160,6,159,2177,163,729,160,703,163,3703,160,3529,163,56,160,41,160,2615,163,0.805071114121233,163,19019,23624,0.198542227856124,160,3759,18933,0.159998297437644,160,3759,23494,0.281793583301121,160,729,2587,0.832504780114723,163,2177,2615,2021/04/04,POINT (-85.730977 44.874798)
MN,15,111,14,14,112,14,14,139,10190,140,7983,140,701,139,98,140,40,139,3,139,1,139,751,140,148,139,135,140,687,139,598,140,14,139,9,139,961,140,0.783415112855741,140,7983,10190,0.089356277884003,139,701,7845,0.070036966729943,139,701,10009,0.16,139,148,925,0.781477627471384,140,751,961,2021/04/04,POINT (-94.198308 46.349153)
MO,21,99,19,26,94,19,11,135,17228,139,13893,139,815,135,59,139,151,135,2,135,42,135,1413,139,159,135,121,139,771,135,514,139,44,135,12,135,1748,139,0.806419781750638,139,13893,17228,0.059589091174965,135,815,13677,0.048102461193413,135,815,16943,0.094474153297683,135,159,1683,0.808352402745995,139,1413,1748,2021/04/04,POINT (-92.477244 38.3675)
MS,9,96,2,11,94,2,1,105,8683,107,5484,107,249,105,15,107,29,105,1,105,6,105,581,107,83,105,64,107,231,105,178,107,18,105,5,105,841,107,0.631578947368421,107,5484,8683,0.045797314695604,105,249,5437,0.028919860627178,105,249,8610,0.101096224116931,105,83,821,0.690844233055886,107,581,841,2021/04/04,POINT (-89.65344 32.713378)
AK,1,23,0,1,23,0,6,24,1677,24,970,24,50,24,13,24,3,24,0,24,0,24,98,24,17,24,15,24,45,24,42,24,5,24,1,24,133,24,0.578413834227788,24,970,1677,0.051546391752577,24,50,970,0.029815146094216,24,50,1677,0.12781954887218,24,17,133,0.736842105263158,24,98,133,2021/04/04,POINT (-151.631889 63.631126)
AL,25,79,13,28,75,14,4,113,15506,116,11395,116,422,113,58,115,96,113,2,113,7,113,1335,116,111,113,101,115,415,113,334,115,7,113,4,113,1629,116,0.734876821875403,116,11395,15506,0.038061658077931,112,421,11061,0.027934443633468,112,421,15071,0.069636135508156,112,111,1594,0.819521178637201,116,1335,1629,2021/04/04,POINT (-86.844516 32.756889)
AR,14,93,2,17,90,2,2,107,9384,109,6672,109,189,107,27,109,47,107,0,107,13,107,683,109,60,107,48,109,185,107,119,109,4,107,0,107,1015,109,0.710997442455243,109,6672,9384,0.028395432692308,107,189,6656,0.020229048485497,107,189,9343,0.060120240480962,107,60,998,0.672906403940887,109,683,1015,2021/04/04,POINT (-92.439162 34.899825)
AZ,23,98,3,26,95,3,4,121,17286,124,12211,124,612,121,69,124,146,121,1,121,6,121,1107,124,108,121,86,124,598,121,380,124,14,121,8,121,2267,124,0.706409811408076,124,12211,17286,0.050983005664778,121,612,12004,0.036065766986858,121,612,16969,0.049315068493151,121,108,2190,0.48831054256727,124,1107,2267,2021/04/04,POINT (-111.664616 34.293239)
CA,69,305,40,82,293,39,31,406,63205,414,47264,414,2175,405,241,414,422,406,5,405,12,405,4927,413,507,405,474,413,2119,405,1843,413,56,405,43,405,7051,413,0.747788940748359,414,47264,63205,0.046580857944446,405,2175,46693,0.034871975757964,405,2175,62371,0.073713288746729,405,507,6878,0.69876613246348,413,4927,7051,2021/04/04,POINT (-119.662127 37.211164)
CO,6,85,13,6,85,13,8,102,11872,104,8366,104,499,102,94,104,60,102,4,102,16,102,872,104,138,102,131,104,475,102,419,104,24,102,8,102,1284,104,0.704683288409704,104,8366,11872,0.060331277959134,102,499,8271,0.042413939651509,102,499,11765,0.11031175059952,102,138,1251,0.679127725856698,104,872,1284,2021/04/04,POINT (-105.547832 38.998552)
CT,4,35,1,4,35,1,20,39,8455,40,6789,40,600,39,104,40,39,39,2,39,0,39,602,40,125,39,124,40,592,39,540,40,8,39,4,39,1058,40,0.802956830277942,40,6789,8455,0.089153046062407,39,600,6730,0.071718862060722,39,600,8366,0.120656370656371,39,125,1036,0.568998109640832,40,602,1058,2021/04/04,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,12,3456,14,2588,14,193,13,23,14,77,13,2,13,13,13,269,14,53,12,50,13,167,13,137,14,26,13,8,13,345,14,0.748842592592593,14,2588,3456,0.076739562624254,13,193,2515,0.057957957957958,13,193,3330,0.163076923076923,12,53,325,0.779710144927536,14,269,345,2021/04/04,POINT (-77.016275 38.904785)
DE,1,14,1,1,14,1,3,15,3313,16,2455,16,210,15,22,16,33,15,1,15,3,15,159,16,19,15,19,16,203,15,151,16,7,15,4,15,193,16,0.741020223362511,16,2455,3313,0.086455331412104,15,210,2429,0.063985374771481,15,210,3282,0.102150537634409,15,19,186,0.823834196891192,16,159,193,2021/04/04,POINT (-75.452394 38.994926)
FL,8,244,15,28,224,15,64,261,58831,267,45950,267,3486,261,1085,267,165,261,9,261,15,261,5153,267,751,261,726,267,3427,261,3127,267,59,261,39,261,6488,267,0.781050806547568,267,45950,58831,0.077059109598125,261,3486,45238,0.060248876598686,261,3486,57860,0.119757614415564,261,751,6271,0.794235511713933,267,5153,6488,2021/04/04,POINT (-82.420978 28.260731)
GA,31,128,9,36,122,10,15,165,22699,168,17662,168,1449,165,293,168,145,165,6,165,33,165,2161,168,362,165,319,168,1416,165,1142,168,33,165,5,165,2772,168,0.778095951363496,168,17662,22699,0.082837868739995,165,1449,17492,0.064658634538153,165,1449,22410,0.132941608520015,165,362,2723,0.77958152958153,168,2161,2772,2021/04/04,POINT (-83.426574 32.638481)
HI,1,21,4,2,20,4,0,26,2653,26,1854,26,51,26,6,26,10,26,0,26,1,26,134,26,9,26,9,26,51,26,41,26,0,26,0,26,221,26,0.698831511496419,26,1854,2653,0.027508090614887,26,51,1854,0.019223520542782,26,51,2653,0.040723981900452,26,9,221,0.606334841628959,26,134,221,2021/04/04,POINT (-157.854309 21.361013)
IA,1,42,83,1,41,84,0,124,8072,126,5208,126,235,124,54,126,4,124,1,124,5,124,466,126,50,124,49,126,229,124,228,126,6,124,2,124,677,126,0.645193260654113,126,5208,8072,0.045764362220058,124,235,5135,0.029467084639498,124,235,7975,0.075987841945289,124,50,658,0.688330871491876,126,466,677,2021/04/04,POINT (-93.500061 42.074659)
MT,6,60,1,7,59,1,4,66,3178,67,2068,67,39,66,6,67,12,66,0,66,0,66,120,67,4,66,4,67,39,66,38,67,0,66,0,66,226,67,0.650723725613594,67,2068,3178,0.019024390243902,66,39,2050,0.012384884090187,66,39,3149,0.018181818181818,66,4,220,0.530973451327434,67,120,226,2021/04/04,POINT (-109.645127 47.033521)
NC,4,124,4,5,123,4,23,128,23454,132,17924,132,1068,128,122,132,98,128,3,128,7,128,1829,132,271,128,260,132,1042,128,949,132,26,128,18,128,2466,132,0.764219322929991,132,17924,23454,0.060233489368902,128,1068,17731,0.046084142394822,128,1068,23175,0.112588284171167,128,271,2407,0.741686942416869,132,1829,2466,2021/04/04,POINT (-79.130883 35.52603)
ND,11,38,1,11,38,1,23,49,2448,50,1715,50,93,49,13,50,10,49,0,49,5,49,122,50,9,49,6,50,86,49,61,50,7,49,0,49,198,50,0.700571895424837,50,1715,2448,0.055029585798817,49,93,1690,0.038413878562577,49,93,2421,0.04639175257732,49,9,194,0.616161616161616,50,122,198,2021/04/04,POINT (-100.46931 47.446305)
NE,8,93,0,16,85,0,3,101,4363,101,3072,101,193,101,22,101,16,101,2,101,1,101,409,101,56,101,54,101,190,101,169,101,3,101,2,101,569,101,0.704102681641073,101,3072,4363,0.062825520833333,101,193,3072,0.044235617694247,101,193,4363,0.098418277680141,101,56,569,0.718804920913884,101,409,569,2021/04/04,POINT (-99.810595 41.527099)
NH,3,26,1,4,25,1,1,30,3135,30,2343,30,108,30,10,30,18,30,0,30,1,30,185,30,25,30,23,30,108,30,96,30,0,30,0,30,282,30,0.747368421052632,30,2343,3135,0.046094750320102,30,108,2343,0.03444976076555,30,108,3135,0.088652482269504,30,25,282,0.656028368794326,30,185,282,2021/04/04,POINT (-71.57139 43.680429)
NJ,7,81,8,7,81,8,73,95,24537,96,17709,96,2448,95,293,96,168,95,3,95,4,95,1437,96,413,95,399,96,2411,95,2234,96,37,95,8,95,3044,96,0.721726372417166,96,17709,24537,0.138579111236909,95,2448,17665,0.100069492703266,95,2448,24463,0.136393659180978,95,413,3028,0.472076215505913,96,1437,3044,2021/04/04,POINT (-74.655514 40.110253)
NM,15,39,1,17,37,1,2,54,4376,55,3052,55,121,54,19,55,12,54,1,53,5,54,345,55,34,54,24,55,112,54,101,55,9,54,3,54,435,55,0.697440585009141,55,3052,4376,0.0404953145917,54,121,2988,0.028370457209848,54,121,4265,0.082125603864734,54,34,414,0.793103448275862,55,345,435,2021/04/04,POINT (-106.108388 34.421369)
NV,0,2,60,0,2,60,26,62,8759,62,6348,62,317,62,34,62,59,62,0,62,1,62,610,62,66,62,56,62,316,62,257,62,1,62,2,62,857,62,0.724740267153785,62,6348,8759,0.049936988027725,62,317,6348,0.036191346044069,62,317,8759,0.077012835472579,62,66,857,0.711785297549592,62,610,857,2021/04/04,POINT (-114.916992 39.283294)
NY,4,188,13,5,187,13,165,196,53230,205,40117,205,5154,196,509,205,253,196,7,196,24,196,3787,205,1111,196,1012,205,5054,196,4504,205,100,196,53,196,5566,205,0.753653954536915,205,40117,53230,0.129497487437186,196,5154,39800,0.097968028284134,196,5154,52609,0.204190406175335,196,1111,5441,0.680380883938196,205,3787,5566,2021/04/04,POINT (-75.59655 42.921241)
OH,11,205,12,17,199,12,21,224,32209,228,23217,228,1678,224,202,228,198,224,4,224,75,224,2785,228,320,224,284,228,1567,224,1189,228,111,224,20,224,4085,228,0.720823372349343,228,23217,32209,0.072905804657629,224,1678,23016,0.052618375666353,224,1678,31890,0.079681274900398,224,320,4016,0.681762545899633,228,2785,4085,2021/04/04,POINT (-82.70936 40.415534)
OK,27,112,11,32,107,11,7,147,10750,150,7512,150,295,148,39,150,61,148,0,148,8,148,783,150,66,148,64,150,267,148,217,150,28,148,26,148,1044,150,0.698790697674419,150,7512,10750,0.040086968338089,148,295,7359,0.027991270519025,148,295,10539,0.066265060240964,148,66,996,0.75,150,783,1044,2021/04/04,POINT (-97.508297 35.583449)
OR,0,57,7,2,55,7,9,62,6922,64,5149,64,255,62,23,64,43,62,1,62,5,62,514,64,51,62,40,64,240,62,173,64,15,62,7,62,814,64,0.74386015602427,64,5149,6922,0.05049504950495,62,255,5050,0.0377107364685,62,255,6762,0.064231738035264,62,51,794,0.631449631449631,64,514,814,2021/04/04,POINT (-120.605279 43.940449)
PA,18,204,6,25,197,6,28,222,32765,228,26669,228,2904,222,360,228,409,222,4,221,31,221,2893,228,565,222,546,228,2845,222,2508,228,59,220,38,220,3680,228,0.813947810163284,228,26669,32765,0.109846049097855,222,2904,26437,0.089684990735022,222,2904,32380,0.158174692049272,222,565,3572,0.786141304347826,228,2893,3680,2021/04/04,POINT (-77.838886 40.896694)
WY,3,26,2,4,25,2,0,29,1733,31,806,31,25,29,6,31,8,29,0,29,0,29,50,31,6,29,4,31,24,29,16,31,1,29,1,29,138,31,0.465089440276976,31,806,1733,0.031685678073511,29,25,789,0.014792899408284,29,25,1690,0.047244094488189,29,6,127,0.36231884057971,31,50,138,2021/04/04,POINT (-107.55145 42.999627)
