state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
WA,9829,82,4693,67,305,83,489,57,68,69,900,66,0.5787179487179487,66,4514,7800,0.05644463667820069,66,261,4624,0.03125,81,305,9760,0.06222222222222222,61,56,900,0.6020539152759948,54,469,779,2020-08-14
WI,11633,127,6454,121,667,134,746,117,154,127,1514,125,0.5666163007732646,120,6375,11251,0.09792376820576387,121,632,6454,0.05278088197369552,127,614,11633,0.10171730515191546,125,154,1514,0.5191370911621433,117,746,1437,2020-08-14
MS,7634,91,4148,86,1022,96,542,62,397,67,562,59,0.6295897987402058,83,4098,6509,0.19623915139826423,86,814,4148,0.13230285564579514,91,1010,7634,0.6672597864768683,59,375,562,0.9430604982206405,59,530,562,2020-08-14
MT,3035,67,1732,49,86,45,104,25,21,48,214,45,0.7395388556789069,49,1732,2342,0.06255212677231026,33,75,1199,0.046211714132187,43,86,1861,0.10344827586206896,40,21,203,0.7253521126760564,23,103,142,2020-08-14
NC,17762,107,12696,100,1457,118,1287,100,327,110,1731,95,0.73213866039953,99,12461,17020,0.08790170132325142,100,1116,12696,0.07057429764188199,106,1251,17726,0.15424610051993068,95,267,1731,0.7238590410167534,95,1253,1731,2020-08-14
ND,2481,44,1676,45,72,45,68,40,25,45,103,39,0.6739218057234986,44,1672,2481,0.04295942720763723,45,72,1676,0.02902055622732769,44,72,2481,0.1262135922330097,39,13,103,0.46601941747572817,39,48,103,2020-08-14
NE,4583,78,2022,69,190,76,313,58,54,49,616,59,0.5863570391872278,68,2020,3445,0.07174887892376682,64,144,2007,0.03827325322652426,73,172,4494,0.08896210873146623,46,54,607,0.5387263339070568,55,313,581,2020-08-14
NH,3343,30,2073,30,33,30,140,29,6,28,275,27,0.6201017050553396,30,2073,3343,0.015918958031837915,30,33,2073,0.009871373018247084,30,33,3343,0.02181818181818182,27,6,275,0.49818181818181817,27,137,275,2020-08-14
NJ,7123,31,4686,30,350,34,287,27,19,29,681,27,0.7010107105144064,29,4647,6629,0.06636790439607342,30,311,4686,0.04408254948757546,31,314,7123,0.027900146842878122,27,19,681,0.42143906020558003,27,287,681,2020-08-14
NM,3371,46,2021,45,113,45,270,43,40,42,369,41,0.5995253633936517,45,2021,3371,0.05824742268041237,44,113,1940,0.034747847478474786,45,113,3252,0.10840108401084012,41,40,369,0.6856368563685636,41,253,369,2020-08-14
NV,8402,61,5965,60,946,61,600,58,255,57,843,58,0.7111349546971865,60,5965,8388,0.15859178541492036,60,946,5965,0.11259223994287075,61,946,8402,0.302491103202847,57,255,843,0.7117437722419929,58,600,843,2020-08-14
NY,42416,144,26686,127,1916,159,2649,118,218,125,4735,113,0.6726546398310476,125,26436,39301,0.05115041594843738,127,1365,26686,0.037910222557525464,144,1608,42416,0.03660159716060337,105,165,4508,0.5462845010615711,108,2573,4710,2020-08-14
OH,29726,201,18777,193,1568,209,2444,185,428,185,4011,162,0.656240170551847,193,18777,28613,0.08009799222453001,193,1504,18777,0.051320143156188804,200,1520,29618,0.1073488838725859,158,428,3987,0.6111527881970492,161,2444,3999,2020-08-14
OK,9013,116,5181,113,561,134,709,112,216,115,1148,113,0.5820694304010785,113,5181,8901,0.08685581933989578,113,450,5181,0.04992788194829691,116,450,9013,0.18205574912891986,112,209,1148,0.6463081130355515,111,709,1097,2020-08-14
OR,4254,50,2585,37,191,51,280,36,45,41,483,33,0.6709057876978978,37,2585,3853,0.05145067698259188,37,133,2585,0.04466384579219558,50,190,4254,0.06751054852320675,32,32,474,0.5652173913043478,33,273,483,2020-08-14
AK,1480,21,856,25,46,26,55,13,9,24,46,8,0.37184391736801836,20,486,1307,0.04205607476635514,25,36,856,0.016216216216216217,21,24,1480,0.045454545454545456,7,2,44,0.5217391304347826,8,24,46,2020-08-14
AL,11958,103,7318,90,1573,110,1115,86,458,92,1170,76,0.7260047525570823,88,7027,9679,0.1652971788551082,89,1207,7302,0.11947050938337801,102,1426,11936,0.31001727115716754,70,359,1158,0.8670668953687821,75,1011,1166,2020-08-14
AR,8174,85,4857,81,723,87,680,75,367,72,910,69,0.6522617124394184,80,4845,7428,0.12332715668107885,81,599,4857,0.0884511866895033,85,723,8174,0.32967032967032966,66,300,910,0.7241758241758242,69,659,910,2020-08-14
AZ,9828,78,6889,67,1206,89,891,63,428,69,911,53,0.7882583170254404,61,6042,7665,0.14428799535491363,67,994,6889,0.10561660561660562,78,1038,9828,0.36443468715697036,51,332,911,0.818880351262349,53,746,911,2020-08-14
CA,61774,377,42832,373,6708,395,5179,362,1787,364,7072,361,0.6948960057107628,373,42832,61638,0.14981789316398955,373,6417,42832,0.10387865445009227,377,6417,61774,0.2515554298642534,359,1779,7072,0.7323246606334841,360,5179,7072,2020-08-14
CO,9158,78,5087,74,264,96,494,64,92,76,932,57,0.5810376492194674,71,5062,8712,0.04324749361116571,74,220,5087,0.024677877265778553,78,226,9158,0.07049891540130152,54,65,922,0.5480984340044742,56,490,894,2020-08-14
CT,8070,30,5423,29,126,31,481,28,24,29,1048,29,0.6875871687587168,29,5423,7887,0.023234372118753458,29,126,5423,0.015613382899628252,30,126,8070,0.022900763358778626,28,24,1048,0.45896946564885494,28,481,1048,2020-08-14
DC,3236,13,2573,13,144,13,217,11,28,11,331,11,0.7951174289245982,13,2573,3236,0.05596579867858531,13,144,2573,0.04449938195302843,13,144,3236,0.08459214501510574,11,28,331,0.6555891238670695,11,217,331,2020-08-14
DE,2295,10,1433,8,64,11,89,7,10,7,139,6,0.6728456913827655,7,1343,1996,0.04256803907885555,8,61,1433,0.027886710239651415,10,64,2295,0.07194244604316546,6,10,139,0.6402877697841727,6,89,139,2020-08-14
FL,75023,258,39686,245,7390,261,4485,243,1674,255,5766,243,0.5653276353276353,245,39686,70200,0.1708914982613516,245,6782,39686,0.09836983325113632,258,7380,75023,0.266016713091922,241,1528,5744,0.7778355879292403,243,4485,5766,2020-08-14
GA,14188,117,7812,96,3579,143,1102,87,609,92,1197,79,0.7695793517880012,96,7812,10151,0.2310547875064004,96,1805,7812,0.18494502396391316,117,2624,14188,0.4001684919966302,72,475,1187,0.873015873015873,78,1045,1197,2020-08-14
HI,1604,15,1706,24,193,21,81,14,29,14,72,12,0.7015673981191223,14,1119,1595,0.13169073916737467,15,155,1177,0.08354114713216958,15,134,1604,0.20833333333333334,12,15,72,0.6527777777777778,12,47,72,2020-08-14
IA,8369,119,5023,119,351,119,468,119,102,118,705,118,0.6001911817421436,119,5023,8369,0.06987855863030061,119,351,5023,0.041940494682757797,119,351,8369,0.14468085106382977,117,102,705,0.6638297872340425,118,468,705,2020-08-14
ID,3888,45,1859,44,205,47,182,39,47,46,280,40,0.46433203631647213,43,1790,3855,0.11027434104357181,44,205,1859,0.052726337448559674,45,205,3888,0.15714285714285714,40,44,280,0.625,34,175,280,2020-08-14
IL,28413,174,15896,153,1693,183,1716,133,344,141,3051,119,0.6162296527944832,147,15370,24942,0.09297936587820835,153,1478,15896,0.057051349734276564,174,1621,28413,0.10213464696223316,116,311,3045,0.5121788455121788,114,1535,2997,2020-08-14
IN,16707,135,9673,132,846,135,1378,127,173,127,2240,127,0.5877741994288145,132,9673,16457,0.08576169241937157,131,827,9643,0.04958925466210949,134,827,16677,0.07723214285714286,127,173,2240,0.6151785714285715,127,1378,2240,2020-08-14
KS,7746,119,3649,103,362,128,463,74,84,84,637,67,0.5503958587088916,101,3615,6568,0.06542833379539784,102,236,3607,0.03595534787123572,118,277,7704,0.11323763955342903,62,71,627,0.7455716586151369,65,463,621,2020-08-14
KY,12678,102,8203,102,641,104,1055,98,621,99,1531,99,0.6480455768317772,101,8190,12638,0.07789832987931244,102,639,8203,0.05048114844612715,102,640,12678,0.4099009900990099,98,621,1515,0.6890920966688439,98,1055,1531,2020-08-14
LA,13598,172,8590,169,1563,206,1264,92,433,197,1663,84,0.6454354038201233,168,8583,13298,0.1316292403248925,164,1102,8372,0.11307233914158557,167,1499,13257,0.2334963325183374,79,382,1636,0.7047504509921828,84,1172,1663,2020-08-14
MA,16986,80,11053,79,339,80,861,76,62,75,1859,76,0.6530961947530135,79,11053,16924,0.03067040622455442,79,339,11053,0.019957612151183326,80,339,16986,0.03335126412049489,75,62,1859,0.4631522323830016,76,861,1859,2020-08-14
MD,10462,51,6889,45,892,50,718,45,153,49,1053,42,0.7463705308775731,45,6889,9230,0.11450270191324667,43,784,6847,0.08491834774255523,49,884,10410,0.11870845204178537,42,125,1053,0.6505223171889839,42,685,1053,2020-08-14
ME,2895,30,1725,30,34,31,197,29,7,28,300,28,0.6370040786058584,29,1718,2697,0.01855072463768116,30,32,1725,0.011744386873920553,30,34,2895,0.02356902356902357,26,7,297,0.6333333333333333,28,190,300,2020-08-14
MI,22624,139,13171,119,699,144,1461,119,159,141,2118,117,0.6982480653482374,118,12993,18608,0.042441728038873285,119,559,13171,0.03071958981612447,139,695,22624,0.059017941454202076,117,125,2118,0.6898016997167139,117,1461,2118,2020-08-14
MN,11215,127,6597,119,505,128,543,118,113,120,858,108,0.651426878641256,119,6597,10127,0.06866757617098682,119,453,6597,0.04502897904592064,127,505,11215,0.13053613053613053,108,112,858,0.6285046728971962,107,538,856,2020-08-14
MO,18839,122,9484,104,923,135,1008,98,276,114,1834,101,0.5793558401241754,100,8958,15462,0.06568958245466049,104,623,9484,0.04363288921917299,122,822,18839,0.11274787535410764,93,199,1765,0.6173533083645443,91,989,1602,2020-08-14
WV,6459,60,4558,60,206,60,450,60,66,60,642,60,0.7056819941167364,60,4558,6459,0.0451952610794208,60,206,4558,0.03189348196315219,60,206,6459,0.102803738317757,60,66,642,0.7009345794392523,60,450,642,2020-08-14
WY,1777,29,443,23,25,29,45,29,10,29,114,29,0.3214804063860668,23,443,1378,0.04288939051918736,23,19,443,0.014068655036578503,29,25,1777,0.08771929824561403,29,10,114,0.39473684210526316,29,45,114,2020-08-14
