state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
VT,1,15,1,1,15,1,0,16,1306,17,840,17,28,16,4,17,10,16,0,16,0,16,68,17,4,16,5,17,28,16,26,17,0,16,0,16,102,17,0.643185298621746,17,840,1306,0.034355828220859,16,28,815,0.022064617809299,16,28,1269,0.042105263157895,16,4,95,0.666666666666667,17,68,102,2021/04/19,POINT (-72.662695 44.075252)
WA,12,89,2,11,90,2,10,101,13407,103,10181,103,768,101,81,103,155,101,0,101,12,101,971,103,179,101,157,103,753,101,552,103,15,101,0,101,1286,103,0.759379428656672,103,10181,13407,0.076281287246722,101,768,10068,0.057840036150023,101,768,13278,0.142289348171701,101,179,1258,0.755054432348367,103,971,1286,2021/04/19,POINT (-120.592492 47.411715)
WI,7,121,22,12,116,22,2,147,13491,150,8965,150,418,146,86,150,54,147,1,147,9,147,931,150,130,146,123,149,407,146,386,149,11,146,3,146,1615,150,0.664517085464384,150,8965,13491,0.047624473054574,146,418,8777,0.031661869413725,146,418,13202,0.083173384516955,146,130,1563,0.576470588235294,150,931,1615,2021/04/19,POINT (-89.732969 44.639954)
AK,1,23,0,1,23,0,2,24,1671,24,993,24,48,24,7,24,1,24,1,24,0,24,91,24,13,24,12,24,46,24,43,24,2,24,2,24,141,24,0.594254937163375,24,993,1671,0.04833836858006,24,48,993,0.028725314183124,24,48,1671,0.092198581560284,24,13,141,0.645390070921986,24,91,141,2021/04/19,POINT (-151.631889 63.631126)
AL,28,76,12,30,73,13,3,112,15496,116,11472,116,445,112,58,114,76,112,1,112,5,112,1309,116,141,112,123,114,430,112,347,114,15,112,6,112,1630,116,0.740320082601962,116,11472,15496,0.039200140944327,112,445,11352,0.029121130816046,112,445,15281,0.088512241054614,112,141,1593,0.803067484662577,116,1309,1630,2021/04/19,POINT (-86.844516 32.756889)
AR,13,94,2,16,91,2,1,107,9342,109,6644,109,190,107,15,109,38,107,0,107,13,107,679,109,62,107,45,109,184,107,131,109,6,107,1,107,996,109,0.711196745878827,109,6644,9342,0.028657616892911,107,190,6630,0.020427910977314,107,190,9301,0.063329928498468,107,62,979,0.681726907630522,109,679,996,2021/04/19,POINT (-92.439162 34.899825)
AZ,23,94,3,27,90,3,9,117,17049,120,11919,120,596,117,82,120,120,117,1,117,5,117,1139,120,179,117,136,120,587,117,406,120,9,117,6,117,2254,120,0.699102586661974,120,11919,17049,0.050948880150453,117,596,11698,0.035611854684512,117,596,16736,0.082223242994947,117,179,2177,0.505323868677906,120,1139,2254,2021/04/19,POINT (-111.664616 34.293239)
CA,68,313,33,85,296,33,32,406,63670,414,48146,414,2099,406,256,414,444,406,7,406,7,406,4893,414,451,406,409,414,2048,406,1728,413,51,406,37,406,7011,414,0.756180304696089,414,48146,63670,0.044170875420875,406,2099,47520,0.033408671293054,406,2099,62828,0.065983906364301,406,451,6835,0.697903294822422,414,4893,7011,2021/04/19,POINT (-119.662127 37.211164)
CO,6,86,13,7,85,13,5,103,11886,105,8694,105,664,103,109,105,56,103,4,103,9,103,924,105,209,103,209,105,645,103,593,105,19,103,11,103,1294,105,0.731448763250883,105,8694,11886,0.077083817042025,103,664,8614,0.05637150861703,103,664,11779,0.165741475019826,103,209,1261,0.714064914992272,105,924,1294,2021/04/19,POINT (-105.547832 38.998552)
CT,4,33,1,4,33,1,15,37,8145,38,6819,38,528,37,68,38,55,37,1,37,0,37,627,38,114,37,108,38,524,37,470,38,4,37,4,37,1051,38,0.83720073664825,38,6819,8145,0.078094956367401,37,528,6761,0.065524944154877,37,528,8058,0.110679611650485,37,114,1030,0.596574690770695,38,627,1051,2021/04/19,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,1,12,3477,14,2736,14,194,13,14,14,99,13,0,13,10,13,259,14,46,12,38,13,172,13,130,14,22,13,9,13,356,14,0.786885245901639,14,2736,3477,0.072523364485981,13,194,2675,0.057789693178433,13,194,3357,0.136904761904762,12,46,336,0.72752808988764,14,259,356,2021/04/19,POINT (-77.016275 38.904785)
DE,2,13,1,2,13,1,3,15,3322,16,2587,16,225,15,24,16,43,15,1,15,1,15,158,16,33,15,27,16,221,15,175,16,4,15,3,15,194,16,0.778747742323901,16,2587,3322,0.087890625,15,225,2560,0.06838905775076,15,225,3290,0.17741935483871,15,33,186,0.814432989690722,16,158,194,2021/04/19,POINT (-75.452394 38.994926)
FL,10,241,15,25,226,15,70,260,58949,266,46725,266,3842,260,524,266,202,260,12,260,15,260,5103,266,868,260,796,266,3801,260,3464,266,41,260,30,260,6458,266,0.792634311014606,266,46725,58949,0.083443737375931,260,3842,46043,0.06625622984462,260,3842,57987,0.13888,260,868,6250,0.790182719108083,266,5103,6458,2021/04/19,POINT (-82.420978 28.260731)
GA,23,135,12,27,130,13,7,167,22918,170,18353,170,1502,167,249,170,120,167,9,167,25,167,2189,170,381,167,326,170,1469,167,1151,170,33,167,11,167,2735,170,0.800811589143904,170,18353,22918,0.082640990371389,167,1502,18175,0.066383806240608,167,1502,22626,0.141899441340782,167,381,2685,0.80036563071298,170,2189,2735,2021/04/19,POINT (-83.426574 32.638481)
HI,1,20,4,2,19,4,0,25,2630,25,1884,25,46,25,4,25,8,25,1,25,1,25,159,25,8,25,7,25,44,25,40,25,2,25,1,25,218,25,0.716349809885932,25,1884,2630,0.024416135881104,25,46,1884,0.017490494296578,25,46,2630,0.036697247706422,25,8,218,0.729357798165138,25,159,218,2021/04/19,POINT (-157.854309 21.361013)
IA,0,47,79,0,47,79,1,124,8026,126,5157,126,225,124,32,126,13,124,0,124,0,124,458,126,51,124,48,126,224,124,208,126,1,124,1,124,665,126,0.64253675554448,126,5157,8026,0.04436119873817,124,225,5072,0.028376844494892,124,225,7929,0.078947368421053,124,51,646,0.688721804511278,126,458,665,2021/04/19,POINT (-93.500061 42.074659)
ID,4,39,8,4,39,8,4,50,3735,51,2248,51,133,50,18,51,2,50,0,50,0,50,223,51,40,50,39,51,128,50,124,51,5,50,5,50,312,51,0.601874163319946,51,2248,3735,0.060126582278481,50,133,2212,0.035994587280108,50,133,3695,0.132450331125828,50,40,302,0.71474358974359,51,223,312,2021/04/19,POINT (-114.659366 44.389073)
IL,9,169,23,11,167,23,8,196,31477,201,22494,201,2100,196,250,201,309,196,2,196,28,196,2285,201,475,196,445,201,2060,196,1865,201,40,196,26,196,3465,201,0.714617021952537,201,22494,31477,0.094420214918394,196,2100,22241,0.067493732724818,196,2100,31114,0.139664804469274,196,475,3401,0.659451659451659,201,2285,3465,2021/04/19,POINT (-89.148632 40.124144)
IN,12,150,2,12,150,2,0,162,18958,164,12571,164,860,162,95,164,102,162,4,162,7,162,1545,164,210,162,177,164,844,162,648,164,16,162,8,162,2227,164,0.663097373140627,164,12571,18958,0.069015327822807,162,860,12461,0.045710641012012,162,860,18814,0.096418732782369,162,210,2178,0.693758419398294,164,1545,2227,2021/04/19,POINT (-86.2818 39.919991)
KS,15,128,4,17,126,4,0,144,8750,147,5014,147,195,144,26,147,32,144,1,144,2,144,576,147,59,144,49,147,193,144,158,147,2,144,1,144,839,147,0.573028571428571,147,5014,8750,0.039251207729469,144,195,4968,0.022506925207756,144,195,8664,0.072039072039072,144,59,819,0.686531585220501,147,576,839,2021/04/19,POINT (-98.38018 38.484729)
KY,1,25,92,5,111,2,8,116,14465,118,9066,118,426,116,98,118,58,116,0,116,2,116,1138,118,106,116,98,118,418,116,345,118,8,116,3,116,1837,118,0.626754234358797,118,9066,14465,0.047624371157071,116,426,8945,0.02982984384847,116,426,14281,0.059250978200112,116,106,1789,0.619488296135003,118,1138,1837,2021/04/19,POINT (-85.290484 37.526683)
LA,41,176,6,45,172,6,1,217,14196,223,9384,223,311,223,37,218,18,218,2,218,0,218,1173,223,100,223,97,223,302,223,358,223,9,223,8,223,1847,223,0.661031276415892,223,9384,14196,0.033141517476556,223,311,9384,0.021907579599887,223,311,14196,0.054141851651326,223,100,1847,0.63508391987006,223,1173,1847,2021/04/19,POINT (-91.840238 30.921314)
MA,11,90,1,10,91,1,7,101,19263,102,16128,102,577,101,96,102,68,101,2,101,4,101,1053,102,151,101,143,102,568,101,500,102,9,101,5,101,1421,102,0.837252764366921,102,16128,19263,0.036015230010611,101,577,16021,0.030163625908307,101,577,19129,0.108399138549892,101,151,1393,0.741027445460943,102,1053,1421,2021/04/19,POINT (-71.481104 42.151077)
MD,3,57,1,2,58,1,6,60,12012,61,9976,61,1409,60,159,61,262,60,3,60,10,60,1044,61,318,60,297,61,1396,60,1165,61,13,60,6,60,1348,61,0.83050283050283,61,9976,12012,0.142222670838801,60,1409,9907,0.118323815922069,60,1409,11908,0.242748091603053,60,318,1310,0.774480712166172,61,1044,1348,2021/04/19,POINT (-76.687282 38.946466)
ME,1,29,9,1,29,9,1,38,3332,39,2330,39,131,38,17,39,19,38,0,38,0,38,249,39,57,38,53,39,131,38,118,39,0,38,0,38,329,39,0.699279711884754,39,2330,3332,0.056931768796176,38,131,2301,0.039769277474196,38,131,3294,0.178683385579937,38,57,319,0.756838905775076,39,249,329,2021/04/19,POINT (-69.06137 45.117911)
MI,18,143,3,14,147,3,11,161,23289,164,18998,164,3919,161,469,164,66,161,15,161,7,160,2304,164,918,161,884,164,3855,161,3734,164,64,161,53,161,2707,164,0.815749924857229,164,18998,23289,0.207201015121074,161,3919,18914,0.169214162348877,161,3919,23160,0.342665173572228,161,918,2679,0.851126708533432,164,2304,2707,2021/04/19,POINT (-85.730977 44.874798)
MN,15,111,14,15,111,14,13,139,10187,140,7983,140,824,139,96,140,51,139,2,139,4,139,784,140,221,139,205,140,796,139,681,140,28,139,18,139,976,140,0.783645823107883,140,7983,10187,0.104928052973386,139,824,7853,0.082350589646212,139,824,10006,0.235106382978723,139,221,940,0.80327868852459,140,784,976,2021/04/19,POINT (-94.198308 46.349153)
MO,22,97,20,28,91,20,14,135,17304,139,13884,139,755,135,52,139,147,135,7,135,30,135,1449,139,198,135,137,139,708,135,491,139,47,135,18,135,1794,139,0.802357836338419,139,13884,17304,0.055242555059633,135,755,13667,0.044349154135338,135,755,17024,0.114517061885483,135,198,1729,0.807692307692308,139,1449,1794,2021/04/19,POINT (-92.477244 38.3675)
MS,11,94,2,13,92,2,1,105,8716,107,5604,107,247,105,18,107,18,105,1,105,5,105,586,107,86,105,49,107,234,105,156,107,13,105,4,105,844,107,0.642955484167049,107,5604,8716,0.04441647185758,105,247,5561,0.028578040032396,105,247,8643,0.104368932038835,105,86,824,0.694312796208531,107,586,844,2021/04/19,POINT (-89.65344 32.713378)
MT,5,60,1,5,60,1,3,65,3158,66,2056,66,57,65,8,66,14,65,0,65,4,65,141,66,11,65,10,66,52,65,53,66,5,65,3,65,238,66,0.651044965167828,66,2056,3158,0.027913809990206,65,57,2042,0.018216682646213,65,57,3129,0.047413793103448,65,11,232,0.592436974789916,66,141,238,2021/04/19,POINT (-109.645127 47.033521)
NC,2,123,5,6,119,5,16,126,24022,130,18615,130,1218,126,133,130,94,126,0,126,11,126,1974,130,303,126,288,130,1196,126,1087,130,22,126,12,126,2468,130,0.774914661560236,130,18615,24022,0.066095072715433,126,1218,18428,0.051288529560384,126,1218,23748,0.125778331257783,126,303,2409,0.799837925445705,130,1974,2468,2021/04/19,POINT (-79.130883 35.52603)
ND,12,36,1,12,36,1,32,48,2399,49,1780,49,117,48,9,49,10,48,1,48,1,48,127,49,17,48,15,49,115,48,79,49,2,48,1,48,203,49,0.741975823259692,49,1780,2399,0.066364152013613,48,117,1763,0.049304677623262,48,117,2373,0.085427135678392,48,17,199,0.625615763546798,49,127,203,2021/04/19,POINT (-100.46931 47.446305)
NE,10,90,1,14,86,1,1,100,4787,101,3160,101,148,100,15,101,12,100,1,100,0,100,389,101,51,100,43,101,145,100,134,101,3,100,3,100,574,101,0.660121161479006,101,3160,4787,0.047420698494072,100,148,3121,0.031442532398555,100,148,4707,0.091397849462366,100,51,558,0.677700348432056,101,389,574,2021/04/19,POINT (-99.810595 41.527099)
NH,4,25,1,4,25,1,2,30,3131,30,2325,30,112,30,20,30,6,30,0,30,0,30,172,30,31,30,28,30,108,30,96,30,4,30,4,30,282,30,0.742574257425743,30,2325,3131,0.048172043010753,30,112,2325,0.035771319067391,30,112,3131,0.109929078014184,30,31,282,0.609929078014184,30,172,282,2021/04/19,POINT (-71.57139 43.680429)
NJ,6,81,9,8,78,10,83,95,24555,96,17697,96,1982,95,221,96,168,95,11,95,2,95,1465,96,398,95,376,96,1957,95,1833,96,25,95,1,95,3073,96,0.720708613317043,96,17697,24555,0.112300980225509,95,1982,17649,0.080960745067603,95,1982,24481,0.130192999672882,95,398,3057,0.476732834363814,96,1465,3073,2021/04/19,POINT (-74.655514 40.110253)
NM,14,39,1,15,38,1,2,53,4355,54,2986,52,138,53,18,54,17,53,1,53,0,53,340,52,39,53,37,54,128,53,114,54,10,53,3,53,442,54,0.690404624277457,52,2986,4325,0.046662125340599,51,137,2936,0.032493524841064,53,138,4247,0.092857142857143,53,39,420,0.779816513761468,52,340,436,2021/04/19,POINT (-106.108388 34.421369)
NV,0,17,46,1,16,46,32,61,8783,63,6335,63,359,61,39,63,52,61,0,61,2,61,613,63,72,61,64,63,354,61,308,63,5,61,7,61,873,63,0.721279744961858,63,6335,8783,0.057652159948611,61,359,6227,0.04165216382411,61,359,8619,0.088452088452088,61,72,814,0.702176403207331,63,613,873,2021/04/19,POINT (-114.916992 39.283294)
NY,4,194,9,5,193,9,165,198,53253,207,40412,207,4068,198,384,207,146,198,15,198,25,198,3641,207,862,198,807,207,3948,198,3539,207,120,198,44,198,5579,207,0.75886804499277,207,40412,53253,0.101459034792368,198,4068,40095,0.077216559421445,198,4068,52683,0.157933308904361,198,862,5458,0.652625918623409,207,3641,5579,2021/04/19,POINT (-75.59655 42.921241)
OH,8,211,11,14,205,11,26,227,32384,230,23749,230,1713,227,218,230,187,227,8,227,78,227,2883,230,465,227,360,230,1584,227,1244,230,129,227,27,227,4148,230,0.73335597826087,230,23749,32384,0.072664800203614,227,1713,23574,0.053322957198444,227,1713,32125,0.113636363636364,227,465,4092,0.6950337512054,230,2883,4148,2021/04/19,POINT (-82.70936 40.415534)
OK,29,108,12,33,104,12,7,147,10677,149,7537,149,285,147,44,149,77,147,1,147,12,147,746,149,73,147,57,149,258,147,201,149,27,147,22,147,995,149,0.705909899784584,149,7537,10677,0.03850830968788,147,285,7401,0.027114451526972,147,285,10511,0.076519916142558,147,73,954,0.749748743718593,149,746,995,2021/04/19,POINT (-97.508297 35.583449)
OR,4,54,7,4,54,7,11,63,7092,65,5291,65,334,63,34,65,50,63,0,63,6,63,574,65,74,63,64,65,324,63,271,65,10,63,3,63,822,65,0.746051889452905,65,5291,7092,0.06437933693138,63,334,5188,0.048238012709417,63,334,6924,0.092269326683292,63,74,802,0.698296836982968,65,574,822,2021/04/19,POINT (-120.605279 43.940449)
WV,12,47,4,12,47,4,2,59,6197,63,4776,63,296,59,32,63,52,59,1,59,0,59,515,63,89,59,91,63,291,59,281,63,5,59,4,59,665,63,0.770695497821527,63,4776,6197,0.063247863247863,59,296,4680,0.049316894368544,59,296,6002,0.143317230273752,59,89,621,0.774436090225564,63,515,665,2021/04/19,POINT (-80.613729 38.642579)
WY,3,26,2,4,25,2,0,29,1731,31,799,31,30,29,10,31,8,29,0,29,1,29,50,31,7,29,5,31,28,29,20,31,2,29,1,29,138,31,0.46158290005777,31,799,1731,0.038022813688213,29,30,789,0.017751479289941,29,30,1690,0.05511811023622,29,7,127,0.36231884057971,31,50,138,2021/04/19,POINT (-107.55145 42.999627)
