state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
VT,572,12,173,9,11,15,27,7,0,9,48,6,0.5290519877675841,7,173,327,0.057803468208092484,9,10,173,0.013986013986013986,12,8,572,0.0,6,0,48,0.5625,6,27,48,2020-08-06
WA,9208,80,7673,84,512,95,781,76,102,79,896,63,0.5804525094751349,70,5054,8707,0.05838264299802761,83,444,7605,0.03522975929978118,79,322,9140,0.07191011235955057,57,64,890,0.6316964285714286,60,566,896,2020-08-06
WI,11865,134,6920,130,643,139,794,125,166,131,1549,128,0.5825953678474114,129,6842,11744,0.09132947976878612,130,632,6920,0.05318162663295407,134,631,11865,0.10716591349257586,128,166,1549,0.5176010430247718,125,794,1534,2020-08-06
AK,1280,19,795,23,48,24,59,14,10,21,45,9,0.35049683830171635,18,388,1107,0.05786163522012579,23,46,795,0.02265625,19,29,1280,0.13953488372093023,7,6,43,0.4444444444444444,9,20,45,2020-08-06
AL,11786,105,7377,91,1803,111,1094,86,500,89,1108,73,0.750853948866577,90,7254,9661,0.1933994295803341,90,1424,7363,0.14033299354400272,104,1652,11772,0.36,66,396,1100,0.924187725631769,73,1024,1108,2020-08-06
AR,7790,85,3919,76,1556,88,511,70,342,72,897,70,0.6457369464639788,74,3908,6052,0.13064557285021688,76,512,3919,0.19974326059050065,85,1556,7790,0.3128491620111732,66,280,895,0.6435006435006435,65,500,777,2020-08-06
AZ,9609,80,7206,68,1603,91,927,63,515,70,944,54,0.84631918323482,62,6300,7444,0.17693588676103247,68,1275,7206,0.14330315329378707,80,1377,9609,0.3972457627118644,52,375,944,0.809322033898305,53,764,944,2020-08-06
CA,61053,383,42019,375,6856,385,5190,365,1865,367,7146,364,0.6930283188467945,375,42019,60631,0.16033223065755967,375,6737,42019,0.1111820876942984,383,6788,61053,0.25948746674135276,361,1853,7141,0.7317073170731707,363,5190,7093,2020-08-06
CO,9221,79,5273,72,429,97,531,64,104,74,943,57,0.6052601222747722,69,5247,8669,0.0694102029205386,72,366,5273,0.04045114412753498,79,373,9221,0.08681672025723473,53,81,933,0.5837957824639289,56,526,901,2020-08-06
CT,8161,30,5878,29,178,31,514,28,25,28,1045,29,0.7367761343695162,29,5878,7978,0.03028240898264716,29,178,5878,0.021811052567087368,30,178,8161,0.023923444976076555,28,25,1045,0.49186602870813395,28,514,1045,2020-08-06
DC,3124,12,2332,13,131,13,237,11,21,10,378,11,0.7464788732394366,12,2332,3124,0.056174957118353346,13,131,2332,0.04193341869398207,12,131,3124,0.05555555555555555,10,21,378,0.626984126984127,11,237,378,2020-08-06
DE,2441,11,1396,8,64,12,96,7,10,7,141,6,0.6516966067864272,7,1306,2004,0.04011461318051576,8,56,1396,0.026218762802130275,11,64,2441,0.07092198581560284,6,10,141,0.6808510638297872,6,96,141,2020-08-06
FL,74084,258,40543,244,8737,261,4735,243,1987,254,5751,242,0.5853147963676787,244,40543,69267,0.19413955553363096,244,7871,40543,0.11779871497219373,258,8727,74084,0.31976236239734407,239,1830,5723,0.8202051817075291,242,4717,5751,2020-08-06
GA,13708,114,7577,93,3858,143,1070,83,630,91,1133,74,0.7661223646134766,92,7413,9676,0.25115481061105976,93,1903,7577,0.20258243361540706,114,2777,13708,0.44078361531611754,68,495,1123,0.8852603706972639,73,1003,1133,2020-08-06
HI,1685,15,719,14,167,22,41,11,34,13,90,11,0.6721649484536083,12,652,970,0.09318497913769123,14,67,719,0.06943620178041543,15,117,1685,0.2,11,18,90,0.45555555555555555,11,41,90,2020-08-06
IA,8428,122,4956,122,317,122,429,122,78,122,697,120,0.5880398671096345,122,4956,8428,0.06396287328490718,122,317,4956,0.03761271950640721,122,317,8428,0.11190817790530846,120,78,697,0.6154949784791965,120,429,697,2020-08-06
MS,7563,92,4164,87,1477,96,558,64,423,67,579,62,0.6297144602229348,85,4124,6549,0.23102785782901056,87,962,4164,0.19476398254660848,92,1473,7563,0.6822916666666666,61,393,576,0.9499136442141624,62,550,579,2020-08-06
MT,1753,38,1411,32,80,42,110,24,19,25,149,20,0.7868550368550369,30,1281,1628,0.05598866052445074,32,79,1411,0.04278379920136908,38,75,1753,0.11643835616438356,18,17,146,0.6301369863013698,19,92,146,2020-08-06
NC,17836,108,12989,101,1559,119,1236,99,354,107,1701,94,0.757530834914611,100,12775,16864,0.09338671183308954,101,1213,12989,0.07576949000224668,107,1349,17804,0.1693121693121693,94,288,1701,0.7048794826572604,94,1199,1701,2020-08-06
ND,2247,47,1550,48,129,47,109,37,25,37,98,31,0.6875834445927904,47,1545,2247,0.08327953518398967,47,129,1549,0.057435440783615316,46,129,2246,0.11458333333333333,28,11,96,0.6354166666666666,30,61,96,2020-08-06
NE,3869,57,1702,42,195,60,341,35,59,31,587,32,0.6515558970418748,41,1696,2603,0.09048178613396005,42,154,1702,0.04600672008270871,57,178,3869,0.09948542024013722,28,58,583,0.5819112627986348,30,341,586,2020-08-06
NH,3344,30,2152,30,41,30,146,29,12,27,275,27,0.6435406698564593,30,2152,3344,0.019052044609665426,30,41,2152,0.012260765550239234,30,41,3344,0.04363636363636364,26,12,275,0.52,27,143,275,2020-08-06
NJ,10329,46,6875,44,602,50,440,41,40,44,964,40,0.6746860820934895,42,6394,9477,0.0816,44,561,6875,0.050440507309516894,46,521,10329,0.03630705394190872,40,35,964,0.4470954356846473,40,431,964,2020-08-06
NM,3344,47,1535,39,150,46,149,36,47,43,393,41,0.6012534273403839,39,1535,2553,0.07162534435261708,38,104,1452,0.046511627906976744,46,150,3225,0.11704834605597965,41,46,393,0.5176470588235295,34,132,255,2020-08-06
NV,8386,61,6006,59,1063,61,636,58,260,57,822,58,0.7180774748923959,59,6006,8364,0.17665667665667667,59,1061,6006,0.12675888385404246,61,1063,8386,0.31630170316301703,57,260,822,0.7737226277372263,58,636,822,2020-08-06
NY,42312,147,29554,127,1827,161,2720,117,236,123,4862,111,0.6606203055541362,125,25858,39142,0.04662651417743791,127,1378,29554,0.036798071469086785,147,1557,42312,0.04151271462725494,102,191,4601,0.5442331541959488,107,2633,4838,2020-08-06
OH,30199,207,18291,193,1679,214,2325,187,474,187,3986,165,0.6294218857536132,193,18291,29060,0.08938822371658192,193,1635,18291,0.055165996477352035,206,1660,30091,0.11948575749936981,161,474,3967,0.586085202924124,163,2325,3967,2020-08-06
OK,8808,113,5085,110,526,116,688,106,229,110,1107,108,0.5872502598452477,109,5085,8659,0.09695181907571288,110,493,5085,0.05301998183469573,113,467,8808,0.1978319783197832,107,219,1107,0.6515151515151515,105,688,1056,2020-08-06
OR,4089,49,3437,45,228,59,337,43,66,47,470,33,0.6884490238611713,37,2539,3688,0.04655222577829502,45,160,3437,0.042797750061139644,49,175,4089,0.08658008658008658,32,40,462,0.548936170212766,33,258,470,2020-08-06
ID,3864,45,1644,33,207,46,180,29,37,40,285,37,0.4506578947368421,33,1644,3648,0.12347931873479319,33,203,1644,0.05357142857142857,45,207,3864,0.11578947368421053,36,33,285,0.6187050359712231,25,172,278,2020-08-06
IL,28317,177,15755,153,1814,186,1742,136,385,145,3029,118,0.6110295915871852,147,14991,24534,0.09781021897810219,153,1541,15755,0.06088215559557863,177,1724,28317,0.11412504134965266,115,345,3023,0.5249414127887513,114,1568,2987,2020-08-06
IN,16718,133,9073,129,903,134,1396,126,324,126,2329,126,0.5512820512820513,129,9073,16458,0.09423564421911165,129,855,9073,0.05227898073932288,133,874,16718,0.1391155002146844,126,324,2329,0.5993988836410477,126,1396,2329,2020-08-06
KS,7499,122,3650,101,323,130,461,71,80,80,646,65,0.5665523690773068,100,3635,6416,0.06,101,219,3650,0.03680490732097613,122,276,7499,0.10708661417322834,60,68,635,0.7495881383855024,62,455,607,2020-08-06
KY,10362,91,7041,93,702,106,935,87,501,87,1149,82,0.669538823068638,88,6838,10213,0.08691947166595654,93,612,7041,0.05993051534452808,91,621,10362,0.4296094459582198,80,473,1101,0.7627573858549687,79,852,1117,2020-08-06
LA,13843,178,9242,174,600,55,1353,91,438,198,1679,81,0.6788653733098178,173,9238,13608,0.150403113705866,49,541,3597,0.10565615083068881,52,566,5357,0.230722525804493,76,380,1647,0.7379392495533056,80,1239,1679,2020-08-06
MA,16538,80,11365,76,371,80,897,73,67,74,1779,73,0.7148248317504245,76,11365,15899,0.029916410030796304,76,340,11365,0.022433184181884145,80,371,16538,0.03541315345699832,72,63,1779,0.5042158516020236,73,897,1779,2020-08-06
MD,10148,51,6749,45,961,51,706,45,155,49,1077,43,0.7555132654203515,45,6749,8933,0.12731067382230174,43,854,6708,0.09330427892234548,49,942,10096,0.1244196843082637,43,134,1077,0.6434540389972145,43,693,1077,2020-08-06
ME,2654,29,1523,29,35,30,170,28,8,26,264,26,0.6180781758957655,28,1518,2456,0.01772816808929744,29,27,1523,0.013187641296156745,29,35,2654,0.022988505747126436,24,6,261,0.6136363636363636,26,162,264,2020-08-06
MI,23035,144,13156,124,683,146,1424,121,151,140,2020,119,0.696714270374745,123,12977,18626,0.04302219519610824,124,566,13156,0.02965053179943564,144,683,23035,0.06089108910891089,119,123,2020,0.7049504950495049,119,1424,2020,2020-08-06
MN,11377,127,6554,120,492,129,584,119,112,119,858,108,0.6321883442686221,119,6552,10364,0.07018614586512054,120,460,6554,0.043245143710995866,127,492,11377,0.12703962703962704,108,109,858,0.6701631701631702,108,575,858,2020-08-06
MO,18735,121,9377,104,868,135,961,97,277,111,1829,98,0.574065677828875,101,8863,15439,0.05886744161245601,104,552,9377,0.04008540165465706,121,751,18735,0.1159090909090909,90,204,1760,0.588603631809643,88,940,1597,2020-08-06
WV,6446,61,4332,61,197,61,452,61,60,61,620,61,0.6720446788706175,61,4332,6446,0.04547553093259465,61,197,4332,0.0305615885820664,61,197,6446,0.0967741935483871,61,60,620,0.7290322580645161,61,452,620,2020-08-06
WY,1758,30,647,30,43,30,50,30,10,30,125,30,0.36803185437997726,30,647,1758,0.06646058732612056,30,43,647,0.024459613196814563,30,43,1758,0.08,30,10,125,0.4,30,50,125,2020-08-06
