state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
NY,42526,142,28086,125,1817,157,2814,120,247,127,4765,112,0.7044245096548578,123,27798,39462,0.04642882574948373,125,1304,28086,0.03527253915251846,142,1500,42526,0.045185347663961394,106,206,4559,0.5734706747950389,109,2728,4757,2020-08-22
OH,30776,208,20679,200,1391,208,2640,194,358,190,4131,171,0.6965675211371981,200,20679,29687,0.06663765172397118,200,1378,20679,0.04535672362071214,207,1391,30668,0.08691429958727846,167,358,4119,0.6390704429920117,171,2640,4131,2020-08-22
OK,9090,120,5539,116,542,123,696,116,197,120,1118,117,0.6227093872962338,116,5539,8895,0.08322801949810435,116,461,5539,0.05093509350935094,120,463,9090,0.16994633273703041,117,190,1118,0.6522961574507966,115,696,1067,2020-08-22
OR,4799,56,3160,44,192,59,348,43,57,49,560,39,0.7161701159881737,43,3149,4397,0.04113924050632911,44,130,3160,0.03709106063763284,56,178,4799,0.07513416815742398,38,42,559,0.6107142857142858,39,342,560,2020-08-22
ID,3750,45,1892,44,167,47,201,46,57,45,296,44,0.49045442323205163,43,1824,3719,0.08826638477801269,44,167,1892,0.044533333333333334,45,167,3750,0.19256756756756757,44,57,296,0.6790540540540541,44,201,296,2020-08-22
IL,29406,178,17673,157,1690,187,1887,135,388,143,3199,124,0.6575616512137883,151,17092,25993,0.08329089571662988,157,1472,17673,0.05492076446983609,178,1615,29406,0.11243344816786721,121,359,3193,0.5586272640610105,119,1758,3147,2020-08-22
IN,16705,134,10111,131,932,135,1427,126,181,126,2276,126,0.6143143568868097,131,10111,16459,0.09069330432202552,131,917,10111,0.05489374438790781,134,917,16705,0.07952548330404217,126,181,2276,0.6269771528998243,126,1427,2276,2020-08-22
KS,7921,124,3974,107,301,132,499,80,83,88,660,75,0.586804000597104,104,3931,6699,0.06126080325368582,106,241,3934,0.03514782388021825,123,277,7881,0.11550632911392406,69,73,632,0.7891373801916933,72,494,626,2020-08-22
KY,12868,103,8600,103,647,105,1032,97,604,99,1532,99,0.6704669686084648,102,8586,12806,0.07476744186046512,103,643,8600,0.05020205160087038,103,646,12868,0.3994708994708995,98,604,1512,0.6736292428198434,97,1032,1532,2020-08-22
LA,14069,175,8916,170,1349,208,1254,92,315,200,1688,84,0.6443127619598208,170,8916,13838,0.10223239839725243,167,893,8735,0.09441624365482233,172,1302,13790,0.17086330935251798,80,285,1668,0.6925355450236966,83,1169,1688,2020-08-22
MA,17786,79,12584,79,294,79,888,76,65,75,1855,76,0.7075227707185426,79,12584,17786,0.02336300063572791,79,294,12584,0.016529854942089285,79,294,17786,0.03504043126684636,75,65,1855,0.4787061994609164,76,888,1855,2020-08-22
MD,10459,51,7211,44,847,50,740,45,141,48,1086,43,0.7862828481081671,44,7211,9171,0.10296974743269498,43,742,7206,0.08090708177188431,49,842,10407,0.1279926335174954,43,139,1086,0.6703499079189686,43,728,1086,2020-08-22
ME,2912,30,1846,30,44,31,201,29,9,28,291,28,0.6772291820191599,29,1838,2714,0.01950162513542795,30,36,1846,0.014423076923076924,30,42,2912,0.03125,26,9,288,0.6666666666666666,28,194,291,2020-08-22
MI,23331,144,14828,125,723,147,1682,123,179,142,2218,121,0.7393520387565603,124,14651,19816,0.04120582681413542,125,611,14828,0.030945951738030945,144,722,23331,0.06672678088367899,121,148,2218,0.7583408476104598,121,1682,2218,2020-08-22
MN,11342,128,7612,125,482,129,712,124,105,127,984,115,0.6857657657657658,125,7612,11100,0.0627955859169732,125,478,7612,0.04249691412449304,128,482,11342,0.10569105691056911,115,104,984,0.721596724667349,113,705,977,2020-08-22
MO,18828,124,9389,103,1003,136,1062,97,293,116,1837,100,0.5896890778634069,100,8876,15052,0.06912344232612631,103,649,9389,0.04695134905459953,124,884,18828,0.11934389140271494,93,211,1768,0.6504672897196262,90,1044,1605,2020-08-22
WV,6650,60,4604,60,222,60,465,60,60,60,625,60,0.6923308270676691,60,4604,6650,0.04821894005212858,60,222,4604,0.03338345864661654,60,222,6650,0.096,60,60,625,0.744,60,465,625,2020-08-22
WY,1501,26,587,23,33,26,55,26,11,26,115,26,0.40622837370242215,23,587,1445,0.056218057921635436,23,33,587,0.021985343104596936,26,33,1501,0.09565217391304348,26,11,115,0.4782608695652174,26,55,115,2020-08-22
