state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AR,2,94,8786,95,6167,97,628,97,719,83,258,78,956,74,0.6992943318916458,95,6144,8786,0.10183233338738447,97,628,6167,0.07147735033007056,95,628,8786,0.2583682008368201,71,247,956,0.7280334728033473,74,696,956,2020-08-31
AZ,1,80,11894,80,9361,89,843,91,808,64,203,70,1374,56,0.653522784597276,79,7773,11894,0.0887725670334366,89,831,9361,0.06255254750294266,80,744,11894,0.11135371179039301,54,153,1374,0.48398835516739447,56,665,1374,2020-08-31
CA,38,387,62807,388,45019,389,4718,400,5130,368,1225,370,7133,368,0.7146814845479007,388,44887,62807,0.10091702279202279,388,4534,44928,0.07230568047714732,387,4534,62706,0.1717369970559372,365,1225,7133,0.7198989615492563,366,5130,7126,2020-08-31
CO,9,92,10780,94,7050,96,225,96,713,76,73,76,1200,70,0.6517625231910946,94,7026,10780,0.031914893617021274,96,225,7050,0.02077922077922078,94,224,10780,0.06134453781512605,67,73,1190,0.6122625215889465,68,709,1158,2020-08-31
CT,5,30,8069,30,5918,30,189,31,489,28,30,29,1040,29,0.7334242161358285,30,5918,8069,0.031936465021966884,30,189,5918,0.023422976824885363,30,189,8069,0.028846153846153848,28,30,1040,0.4701923076923077,28,489,1040,2020-08-31
DC,3,13,3419,13,2701,13,134,13,242,11,28,11,348,11,0.7899970751681779,13,2701,3419,0.04961125509070714,13,134,2701,0.039192746417081016,13,134,3419,0.08045977011494253,11,28,348,0.6954022988505747,11,242,348,2020-08-31
DE,0,11,2491,11,1916,12,94,12,106,7,12,7,142,6,0.7330389401846648,11,1826,2491,0.049060542797494784,12,94,1916,0.03773584905660377,11,94,2491,0.08450704225352113,6,12,142,0.7464788732394366,6,106,142,2020-08-31
FL,100,250,74747,259,43210,259,4765,261,4467,245,1042,256,5656,245,0.5890696018837961,258,43028,73044,0.10800740569312658,259,4667,43210,0.06356107937442305,259,4751,74747,0.1727014554490593,243,973,5634,0.7897807637906648,245,4467,5656,2020-08-31
GA,23,117,14276,121,11730,122,2661,146,1120,91,556,103,1236,83,0.8142837058906228,120,11584,14226,0.1753623188405797,122,2057,11730,0.14310731297282153,121,2043,14276,0.3295269168026101,77,404,1226,0.8632686084142395,82,1067,1236,2020-08-31
HI,2,17,1756,16,1825,25,257,23,113,14,42,15,95,13,0.7112756264236902,16,1249,1756,0.1529497450837582,19,210,1373,0.10478359908883828,16,184,1756,0.28421052631578947,13,27,95,0.6526315789473685,13,62,95,2020-08-31
IA,2,122,8238,122,5091,122,361,122,1587,122,94,121,699,120,0.6179898033503277,122,5091,8238,0.07090944804557062,122,361,5091,0.043821315853362464,122,361,8238,0.13447782546494993,119,94,699,2.2703862660944205,120,1587,699,2020-08-31
MS,3,90,7783,95,5259,98,741,99,556,69,183,69,562,65,0.6692791982526018,95,5209,7783,0.14071116181783608,98,740,5259,0.09469356289348581,95,737,7783,0.3041144901610018,62,170,559,0.9555160142348754,65,537,562,2020-08-31
MT,280,53,2250,54,1887,59,126,59,136,32,28,33,159,27,0.7515555555555555,54,1691,2250,0.06677265500794913,59,126,1887,0.05511111111111111,54,124,2250,0.16774193548387098,22,26,155,0.7225806451612903,26,112,155,2020-08-31
NC,14,120,25895,120,7855,121,1148,121,1748,112,332,114,2327,112,0.2943425371693377,120,7622,25895,0.14606741573033707,120,1144,7832,0.04421768707482993,119,1144,25872,0.14094249891915261,111,326,2313,0.75118177911474,112,1748,2327,2020-08-31
ND,2,48,2261,48,1511,48,109,48,105,48,28,48,89,43,0.6682883679787704,48,1511,2261,0.07213765718067505,48,109,1511,0.04820875718708536,48,109,2261,0.16853932584269662,43,15,89,0.5842696629213483,43,52,89,2020-08-31
NE,1,84,4793,90,2924,90,197,91,335,69,65,65,623,68,0.6100563321510536,90,2924,4793,0.06372045220966084,88,186,2919,0.0389937106918239,88,186,4770,0.10483870967741936,61,65,620,0.5385852090032154,66,335,622,2020-08-31
NH,1,30,3232,30,2216,30,25,30,163,28,6,29,279,29,0.6856435643564357,30,2216,3232,0.01128158844765343,30,25,2216,0.007735148514851485,30,25,3232,0.021505376344086023,29,6,279,0.5842293906810035,28,163,279,2020-08-31
NJ,53,69,19614,75,15223,77,748,77,1101,72,72,73,1994,72,0.7527786275109616,75,14765,19614,0.04913617552387834,77,748,15223,0.03303762618537779,75,648,19614,0.03610832497492478,72,72,1994,0.5521564694082247,72,1101,1994,2020-08-31
NM,1,48,3472,48,2273,47,100,47,267,44,30,44,378,44,0.6596053395240858,47,2273,3446,0.045599635202918376,46,100,2193,0.029824038174768863,47,100,3353,0.08086253369272237,43,30,371,0.6951871657754011,43,260,374,2020-08-31
NV,23,61,8326,61,5904,62,738,62,609,58,182,57,849,58,0.7010569300984867,61,5837,8326,0.125,62,738,5904,0.08335335094883498,61,694,8326,0.2143698468786808,57,182,849,0.7173144876325088,58,609,849,2020-08-31
NY,23,138,43462,149,34767,151,1599,164,2922,127,223,131,4964,118,0.698395845354876,148,30258,43325,0.0434032271982052,151,1509,34767,0.03011826423082233,149,1309,43462,0.03684771033013844,110,173,4695,0.5734463276836158,115,2842,4956,2020-08-31
OH,18,79,30175,208,21285,208,1224,208,2635,192,372,189,3885,192,0.7053852526926263,208,21285,30175,0.0576678445229682,207,1224,21225,0.04070908304785978,207,1224,30067,0.09604957397366383,188,372,3873,0.6782496782496783,192,2635,3885,2020-08-31
OK,7,126,9265,124,5874,124,545,127,754,122,207,124,1104,121,0.6339989206691851,124,5874,9265,0.07950289410963568,124,467,5874,0.050404749055585535,124,467,9265,0.18115942028985507,121,200,1104,0.6829710144927537,121,754,1104,2020-08-31
OR,0,52,5187,52,4536,60,170,61,443,51,39,51,600,41,0.6969346443030654,52,3615,5187,0.03747795414462081,60,170,4536,0.025255446308077887,52,131,5187,0.051666666666666666,40,31,600,0.5922818791946308,40,353,596,2020-08-31
ID,1,48,3966,49,2061,49,153,50,184,44,49,48,296,45,0.5074854097944684,48,2000,3941,0.07278020378457059,49,150,2061,0.038577912254160365,49,153,3966,0.16216216216216217,45,48,296,0.6020408163265306,41,177,294,2020-08-31
IL,11,176,29507,182,19721,188,1738,191,1956,147,351,151,3327,131,0.6482868471888027,182,19129,29507,0.08706455047918463,188,1717,19721,0.05676619107330464,182,1675,29507,0.09906654622101776,129,329,3321,0.554140127388535,128,1827,3297,2020-08-31
IN,0,137,17148,138,10775,138,860,138,1427,130,184,130,2368,130,0.6283531607184512,138,10775,17148,0.07981438515081206,138,860,10775,0.05015162118031257,138,860,17148,0.0777027027027027,130,184,2368,0.6026182432432432,130,1427,2368,2020-08-31
KS,3,131,7786,132,4724,139,314,141,520,87,95,95,672,80,0.5902947612305316,131,4586,7769,0.06254002134471719,138,293,4685,0.036013940880340774,131,279,7747,0.12084592145015106,74,80,662,0.7897196261682243,77,507,642,2020-08-31
KY,6,107,13022,108,9041,109,599,109,1033,95,542,99,1510,99,0.6909076946705576,108,8997,13022,0.06625373299413782,109,599,9041,0.045999078482567964,108,599,13022,0.3604026845637584,96,537,1490,0.6841059602649007,94,1033,1510,2020-08-31
LA,9,188,13820,175,9553,178,818,210,1242,95,305,199,1668,85,0.6695369030390738,175,9253,13820,0.08509965200885795,175,807,9483,0.056139582420791354,172,769,13698,0.1662621359223301,80,274,1648,0.6858513189448441,84,1144,1668,2020-08-31
MA,4,80,18057,80,12913,80,364,80,924,76,63,75,1855,76,0.7151243285152572,80,12913,18057,0.028188647099821884,80,364,12913,0.020158387329013677,80,364,18057,0.033962264150943396,75,63,1855,0.4981132075471698,76,924,1855,2020-08-31
MD,2,37,10745,53,8621,53,787,51,751,48,135,50,1079,48,0.8023266635644486,53,8621,10745,0.09172494172494172,51,787,8580,0.07359955110820163,51,787,10693,0.12418906394810009,48,134,1079,0.6952469711090401,47,746,1073,2020-08-31
ME,0,33,3023,33,1999,34,34,34,213,32,8,30,293,29,0.6582864703936487,33,1990,3023,0.017008504252126064,34,34,1999,0.010916308303010255,33,33,3023,0.02413793103448276,28,7,290,0.689419795221843,29,202,293,2020-08-31
MI,2,122,22353,145,16755,146,656,146,1485,123,142,142,2029,120,0.7417796268957187,145,16581,22353,0.039152491793494476,146,656,16755,0.02934729119133897,145,656,22353,0.05519960571710202,120,112,2029,0.7309019221291276,120,1483,2029,2020-08-31
MN,6,129,11318,129,7765,129,431,129,679,129,103,129,971,118,0.686075278317724,129,7765,11318,0.05550547327752737,129,431,7765,0.03808093302703658,129,431,11318,0.10504634397528322,118,102,971,0.6910401647785788,118,671,971,2020-08-31
MO,10,122,19280,125,12920,129,985,151,1476,124,289,121,2210,119,0.6400933609958506,125,12341,19280,0.0684984520123839,129,885,12920,0.04564315352697095,125,880,19280,0.13031293787949555,112,279,2141,0.6588235294117647,117,1456,2210,2020-08-31
WV,0,60,6661,60,4684,60,217,60,471,60,50,60,644,60,0.7031977180603513,60,4684,6661,0.046327924850555084,60,217,4684,0.03257769103738178,60,217,6661,0.07763975155279502,60,50,644,0.7313664596273292,60,471,644,2020-08-31
WY,0,25,1276,25,447,25,29,25,43,25,6,25,100,25,0.3503134796238245,25,447,1276,0.06487695749440715,25,29,447,0.022727272727272728,25,29,1276,0.06,25,6,100,0.43,25,43,100,2020-08-31
